row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Phải thu các bên liên quan,Phải thu các bên liên quan,Phải thu các bên liên quan,10.542.904.208,24.931.007.623,10542904208.0,24931007623.0
- Công ty TNHH Điện tử DLG Asen,- Công ty TNHH Điện tử DLG Asen,- Công ty TNHH Điện tử DLG Asen,7.948.896.585,-,7948896585.0,
- Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,- Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,- Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,2.594.007.623,24.931.007.623,2594007623.0,24931007623.0
Phải thu các tổ chức và cá nhân khác,Phải thu các tổ chức và cá nhân khác,Phải thu các tổ chức và cá nhân khác,218.551.845.786,202.545.765.491,218551845786.0,202545765491.0
- Công ty TNHH Cung ứng Vật tư Nguyên liệu Tây Nguyên,- Công ty TNHH Cung ứng Vật tư Nguyên liệu Tây Nguyên,- Công ty TNHH Cung ứng Vật tư Nguyên liệu Tây Nguyên,54.412.620.258,33.072.602.740,54412620258.0,33072602740.0
- Công ty TNHH MTV Việt Gia Phát,- Công ty TNHH MTV Việt Gia Phát,- Công ty TNHH MTV Việt Gia Phát,36.927.290.209,32.593.537.708,36927290209.0,32593537708.0
- Công ty TNHH MTV Phạm Linh Gia lai,- Công ty TNHH MTV Phạm Linh Gia lai,- Công ty TNHH MTV Phạm Linh Gia lai,23.366.844.052,15.975.751.240,23366844052.0,15975751240.0
- Công ty CP Đầu tư - Xây dựng Vạn Gia Long,- Công ty CP Đầu tư - Xây dựng Vạn Gia Long,- Công ty CP Đầu tư - Xây dựng Vạn Gia Long,21.487.722.017,11.407.722.017,21487722017.0,11407722017.0
- Tạm ứng cho nhân viên,- Tạm ứng cho nhân viên,- Tạm ứng cho nhân viên,2.387.047.798,2.315.404.900,2387047798.0,2315404900.0
"- Ký quỹ, ký cược ngắn hạn","- Ký quỹ, ký cược ngắn hạn","- Ký quỹ, ký cược ngắn hạn",131.137.800,131.137.800,131137800.0,131137800.0
- Phải thu khác,- Phải thu khác,- Phải thu khác,79.839.183.652,107.049.609.086,79839183652.0,107049609086.0
Cộng,Cộng,Cộng,229.094.749.994,227.476.773.114,229094749994.0,227476773114.0
