row_label_raw,row_label_full,col_0,"Hoạt động bán gỗ, thành phẩm từ gỗ",Hoạt động bán phân bón,Hoạt động bán đá,Cho thuê tài sản,Hoạt động khác,Cộng,"numeric__Hoạt động bán gỗ, thành phẩm từ gỗ",numeric__Hoạt động bán phân bón,numeric__Hoạt động bán đá,numeric__Cho thuê tài sản,numeric__Hoạt động khác,numeric__Cộng
Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,11.024.300.297,93.315.770.000,131.210.560.700,8.325.438.106,67.628.188.800,311.504.257.903,11024300297.0,93315770000.0,131210560700.0,8325438106.0,67628188800.0,311504257903.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,9.212.202.734,114.635.182.847,130.806.652.635,6.140.090.559,101.905.888.549,362.700.017.324,9212202734.0,114635182847.0,130806652635.0,6140090559.0,101905888549.0,362700017324.0
Lợi nhuận gộp,Lợi nhuận gộp,Lợi nhuận gộp,1.812.097.563,(21.319.412.847),403.908.065,2.185.347.547,(34.277.699.749),(51.195.759.421),1812097563.0,-21319412847.0,403908065.0,2185347547.0,-34277699749.0,-51195759421.0
