row_label_raw,row_label_full,Vay ngắn hạn các bên liên quan (Thuyết minh số V.20a) > Vay ngắn hạn các tổ chức khác (Thuyết minh số V.20b),Số cuối năm > 20.057.027.370 > 198.859.875.530,Số đầu năm > 75.670.143.236 > 198.859.875.530,numeric__Số cuối năm > 20.057.027.370 > 198.859.875.530,numeric__Số đầu năm > 75.670.143.236 > 198.859.875.530
Các khoản mượn tiền khác,Các khoản mượn tiền khác,Các khoản mượn tiền khác,1.650.000.000,1.650.000.000,1650000000.0,1650000000.0
Vay dài hạn đến hạn trả (Thuyết minh số V.21a),Vay dài hạn đến hạn trả (Thuyết minh số V.21a),Vay dài hạn đến hạn trả (Thuyết minh số V.21a),384.333.656.912,372.277.667.752,384333656912.0,372277667752.0
Trái phiếu phát hành đến hạn trả (Thuyết minh số V.21b),Trái phiếu phát hành đến hạn trả (Thuyết minh số V.21b),Trái phiếu phát hành đến hạn trả (Thuyết minh số V.21b),374.814.331.456,385.763.136.000,374814331456.0,385763136000.0
Cộng (*),Cộng (*),Cộng (*),979.714.891.268,1.034.220.822.518,979714891268.0,1034220822518.0
