row_label_raw,row_label_full,col_0,Vốn điều lệ của các Công ty nhận đầu tư,Trong đó: Công ty cam kết góp > Tỷ lệ,Trong đó: Công ty cam kết góp > Vốn cam kết góp,Vốn góp thực tế (theo mệnh giá) của Công ty đến ngày 31/12/2021,Vốn góp thiếu,numeric__Vốn điều lệ của các Công ty nhận đầu tư,numeric__Trong đó: Công ty cam kết góp > Tỷ lệ,numeric__Trong đó: Công ty cam kết góp > Vốn cam kết góp,numeric__Vốn góp thực tế (theo mệnh giá) của Công ty đến ngày 31/12/2021,numeric__Vốn góp thiếu
Đầu tư vào Công ty con,Đầu tư vào Công ty con,Đầu tư vào Công ty con,971.372.401.456,,827.946.985.508,755.426.685.508,72.520.300.000,971372401456.0,,827946985508.0,755426685508.0,72520300000.0
- Công ty CP Bến xe Liên tỉnh Phia Nam Thành phố Đà Nẵng,- Công ty CP Bến xe Liên tỉnh Phia Nam Thành phố Đà Nẵng,- Công ty CP Bến xe Liên tỉnh Phia Nam Thành phố Đà Nẵng,75.000.000.000,"99,33%",74.500.000.000,1.979.700.000,72.520.300.000,75000000000.0,0.9933,74500000000.0,1979700000.0,72520300000.0
- Công ty CP BOT & BT Đức Long ĐãK Nông,- Công ty CP BOT & BT Đức Long ĐãK Nông,- Công ty CP BOT & BT Đức Long ĐãK Nông,250.000.000.000,"70,60%",176.500.000.000,176.500.000.000,-,250000000000.0,0.706,176500000000.0,176500000000.0,
- Công ty CP BOT & BT Đức Long Gia Lai,- Công ty CP BOT & BT Đức Long Gia Lai,- Công ty CP BOT & BT Đức Long Gia Lai,203.810.000.000,"73,50%",149.800.000.000,149.800.000.000,-,203810000000.0,0.735,149800000000.0,149800000000.0,
- Công ty Mass Noble Investment Limited,- Công ty Mass Noble Investment Limited,- Công ty Mass Noble Investment Limited,320.062.401.456,"97,73%",312.796.985.508,312.796.985.508,-,320062401456.0,0.9773000000000001,312796985508.0,312796985508.0,
- Công ty CP Đầu tư và Phát triển Điện năng DLGL,- Công ty CP Đầu tư và Phát triển Điện năng DLGL,- Công ty CP Đầu tư và Phát triển Điện năng DLGL,122.500.000.000,"93,35%",114.350.000.000,114.350.000.000,-,122500000000.0,0.9335,114350000000.0,114350000000.0,
"Đầu tư vào Công ty liên doanh, liên kết","Đầu tư vào Công ty liên doanh, liên kết","Đầu tư vào Công ty liên doanh, liên kết",20.241.000.000,,7.504.200.000,592.200.000,6.912.000.000,20241000000.0,,7504200000.0,592200000.0,6912000000.0
- Công ty CP tư vấn và Xây dựng Giao thông Gia Lai,- Công ty CP tư vấn và Xây dựng Giao thông Gia Lai,- Công ty CP tư vấn và Xây dựng Giao thông Gia Lai,2.961.000.000,"20,00%",592.200.000,592.200.000,-,2961000000.0,0.2,592200000.0,592200000.0,
- Công ty CP Đức Long Tây Nguyên,- Công ty CP Đức Long Tây Nguyên,- Công ty CP Đức Long Tây Nguyên,15.000.000.000,"40,00%",6.000.000.000,-,6.000.000.000,15000000000.0,0.4,6000000000.0,,6000000000.0
- Công ty CP DLG CY Việt Nam,- Công ty CP DLG CY Việt Nam,- Công ty CP DLG CY Việt Nam,2.280.000.000,"40,00%",912.000.000,-,912.000.000,2280000000.0,0.4,912000000.0,,912000000.0
Đầu tư dài hạn khác,Đầu tư dài hạn khác,Đầu tư dài hạn khác,12.000.000.000,,480.000.000,480.000.000,-,12000000000.0,,480000000.0,480000000.0,
- Công ty CP Dịch vụ Công Cộng Đức Long Bảo Lộc,- Công ty CP Dịch vụ Công Cộng Đức Long Bảo Lộc,- Công ty CP Dịch vụ Công Cộng Đức Long Bảo Lộc,12.000.000.000,"4,00%",480.000.000,480.000.000,-,12000000000.0,0.04,480000000.0,480000000.0,
Cộng,Cộng,Cộng,1.003.613.401.456,,835.931.185.508,756.498.885.508,79.432.300.000,1003613401456.0,,835931185508.0,756498885508.0,79432300000.0
