row_label_raw,row_label_full,STT,Tên công ty,Địa chỉ trụ sở chính,Hoạt động kinh doanh chính,Tỷ lệ vốn góp,Tỷ lệ vốn góp_1,Tỷ lệ lợi ích,Tỷ lệ lợi ích_1,Tỷ lệ quyền biểu quyết,Tỷ lệ quyền biểu quyết_1,numeric__Tên công ty,numeric__Địa chỉ trụ sở chính,numeric__Hoạt động kinh doanh chính,numeric__Tỷ lệ vốn góp,numeric__Tỷ lệ vốn góp_1,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ lợi ích_1,numeric__Tỷ lệ quyền biểu quyết,numeric__Tỷ lệ quyền biểu quyết_1
STT,STT,STT,Tên công ty,Địa chỉ trụ sở chính,Hoạt động kinh doanh chính,Đầu năm,Cuối năm,Đầu năm,Cuối năm,Đầu năm,Cuối năm,,,,,,,,,
1.,STT > 1.,1.,Công ty CP Bến xe Liên tỉnh Phía Nam Thành phố Đà Nẵng,"Thôn Quá Giáng, Xã Hoà Phước, Huyện Hoà Vang, Thành phố Đà Nẵng","Dịch vụ bến xe, bãi đồ xe, xây dựng công trình dân dụng, giao thông",100%,100%,100%,100%,"85,00%","85,00%",,,,1.0,1.0,1.0,1.0,0.85,0.85
2.,STT > 2.,2.,Công ty CP BOT & BT Đức Long Đắk Nông,"04 Diện Biên Phú, Tổ 3, P. Nghĩa Trung, TP Gia Nghĩa, Đắk Nông",Xây dựng công trình đường sắt và đường bộ,"70,06%","70,06%","70,06%","70,06%","70,06%","70,06%",,,,0.7006,0.7006,0.7006,0.7006,0.7006,0.7006
