row_label_raw,row_label_full,col_0,Số đầu năm,Chi phí phát sinh trong năm,Kết chuyển vào TSCĐ trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Chi phí phát sinh trong năm,numeric__Kết chuyển vào TSCĐ trong năm,numeric__Số cuối năm
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,23.653.573.473,8.782.863.093,-,32.436.436.566,23653573473.0,8782863093.0,,32436436566.0
- Công trình khách sạn DLGL Hotel Pleiku (*),- Công trình khách sạn DLGL Hotel Pleiku (*),- Công trình khách sạn DLGL Hotel Pleiku (*),21.898.087.080,8.582.863.093,-,30.480.950.173,21898087080.0,8582863093.0,,30480950173.0
- Các công trình khác,- Các công trình khác,- Các công trình khác,1.755.486.393,200.000.000,-,1.955.486.393,1755486393.0,200000000.0,,1955486393.0
Cộng,Cộng,Cộng,23.653.573.473,8.782.863.093,-,32.436.436.566,23653573473.0,8782863093.0,,32436436566.0
