row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm (đã được trình bày lại - Thuyết minh số 39),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (đã được trình bày lại - Thuyết minh số 39)
300,300,300,C. NỘ PHẢI TRÀ,,6.759.685.108.734,9.920.583.668.202,,,6759685108734.0,9920583668202.0
310,310,310,I. Nợ ngắn hạn,,6.473.888.596.700,9.173.056.802.574,,,6473888596700.0,9173056802574.0
311,311,311,1. Phải trả người bán ngắn hạn,18,1.876.185.779.562,1.559.694.153.515,,18.0,1876185779562.0,1559694153515.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,19,490.295.652.849,381.635.895.798,,19.0,490295652849.0,381635895798.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,20,803.768.788.712,4.261.381.333.594,,20.0,803768788712.0,4261381333594.0
314,314,314,4. Phải trả người lao động,,265.148.741.919,217.025.547.432,,,265148741919.0,217025547432.0
315,315,315,5. Chỉ phí phải trả ngắn hạn,22,375.961.711.691,357.981.763.636,,22.0,375961711691.0,357981763636.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,,800.000.000,1.720.977.778,,,800000000.0,1720977778.0
319,319,319,7. Phải trả ngắn hạn khác,23,1.288.893.414.226,1.042.860.443.900,,23.0,1288893414226.0,1042860443900.0
320,320,320,8. Vay ngắn hạn,25,1.042.309.667.870,1.051.664.640.371,,25.0,1042309667870.0,1051664640371.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",24,330.524.839.871,299.092.046.550,,24.0,330524839871.0,299092046550.0
330,330,330,II. Nợ dài hạn,,285.796.512.034,747.526.865.628,,,285796512034.0,747526865628.0
332,332,332,1. Người mua trả tiền trước dài hạn,,22.183.449,-,,,22183449.0,
336,336,336,2. Doanh thu chưa thực hiện dài hạn,,-,800.000.000,,,,800000000.0
337,337,337,3. Phải trả dài hạn khác,23,52.776.316.000,65.182.716.000,,23.0,52776316000.0,65182716000.0
338,338,338,4. Vay dài hạn,25,164.412.285.558,610.451.263.039,,25.0,164412285558.0,610451263039.0
341,341,341,5. Thuế thu nhập hoãn lại phải trả,34.3,13.747.487.771,15.183.406.087,,343.0,13747487771.0,15183406087.0
342,342,342,6. Dự phòng phải trả dài hạn,,567.585.833,629.038.959,,,567585833.0,629038959.0
343,343,343,7. Quỹ phát triển khoa học và công nghệ,,54.270.653.423,55.280.441.543,,,54270653423.0,55280441543.0
