row_label_raw,row_label_full,Số đầu năm,Năm nay > 995.617.570.458,VNDNăm trước > 915.431.435.170,numeric__Năm nay > 995.617.570.458,numeric__VNDNăm trước > 915.431.435.170
"Trích quỹ khen thưởng, phúc lợi","Trích quỹ khen thưởng, phúc lợi","Trích quỹ khen thưởng, phúc lợi",(27.924.186.176),(28.730.475.187),-27924186176.0,-28730475187.0
Chia cổ tức,Chia cổ tức,Chia cổ tức,(97.479.390.440),(74.769.579.772),-97479390440.0,-74769579772.0
Thay đổi trong tỷ lệ sở hữu của các cổ đông không nấm quyền kiểm soát,Thay đổi trong tỷ lệ sở hữu của các cổ đông không nấm quyền kiểm soát,Thay đổi trong tỷ lệ sở hữu của các cổ đông không nấm quyền kiểm soát,(598.831.647),(4.961.251.747),-598831647.0,-4961251747.0
Chi quỹ Công tác xã hội,Chi quỹ Công tác xã hội,Chi quỹ Công tác xã hội,(30.774.072),(1.152.898.761),-30774072.0,-1152898761.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,176.616.872.764,189.800.340.755,176616872764.0,189800340755.0
Số cuối năm,Số cuối năm,Số cuối năm,1.046.201.260.887,995.617.570.458,1046201260887.0,995617570458.0
