row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,VND Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VND Năm trước
"Tổng Công ty Đầu tư và Kinh doanh vốn Nhà nước (""SCIC"")","Tổng Công ty Đầu tư và Kinh doanh vốn Nhà nước (""SCIC"")","Tổng Công ty Đầu tư và Kinh doanh vốn Nhà nước (""SCIC"")",Công ty liên kết,Cổ tức đã trả,3.447.114.804.000,1.436.297.835.000,,,3447114804000.0,1436297835000.0
Công ty Cổ phần Bia Sài Gòn – Kiên Giang,Công ty Cổ phần Bia Sài Gòn – Kiên Giang,Công ty Cổ phần Bia Sài Gòn – Kiên Giang,Công ty liên kết,Mua thành phẩm,732.924.109.440,358.380.552.700,,,732924109440.0,358380552700.0
Công ty Cổ phần Bia Sài Gòn – Kiên Giang,Công ty Cổ phần Bia Sài Gòn – Kiên Giang,Công ty Cổ phần Bia Sài Gòn – Kiên Giang,Công ty liên kết,"Bán vật tư, bao bì",155.416.871.305,-,,,155416871305.0,
Công ty Cổ phần Bia Sài Gòn – Kiên Giang,Công ty Cổ phần Bia Sài Gòn – Kiên Giang,Công ty Cổ phần Bia Sài Gòn – Kiên Giang,Công ty liên kết,Thu nhập cổ tức,5.000.000.000,-,,,5000000000.0,
Công ty Cổ phần Bia Sài Gòn – Kiên Giang,Công ty Cổ phần Bia Sài Gòn – Kiên Giang,Công ty Cổ phần Bia Sài Gòn – Kiên Giang,Công ty liên kết,Góp vốn bằng tiền,3.000.000.000,-,,,3000000000.0,
Công ty Cổ phần Bia Sài Gòn – Kiên Giang,Công ty Cổ phần Bia Sài Gòn – Kiên Giang,Công ty Cổ phần Bia Sài Gòn – Kiên Giang,Công ty liên kết,Doanh thu khác,4.400.000,2.169.533.045,,,4400000.0,2169533045.0
Công ty Cổ phần Bia Sài Gòn – Kiên Giang,Công ty Cổ phần Bia Sài Gòn – Kiên Giang,Công ty Cổ phần Bia Sài Gòn – Kiên Giang,Công ty liên kết,Phí sử dụng vỏ chai,-,928.347.786,,,,928347786.0
Công ty TNHH Bao bì San Miguel Phú Thọ,Công ty TNHH Bao bì San Miguel Phú Thọ,Công ty TNHH Bao bì San Miguel Phú Thọ,Công ty liên doanh,Mua bao bì,162.247.328.000,-,,,162247328000.0,
Công ty TNHH Bao bì San Miguel Phú Thọ,Công ty TNHH Bao bì San Miguel Phú Thọ,Công ty TNHH Bao bì San Miguel Phú Thọ,Công ty liên doanh,Thu nhập cổ tức,3.893.750.000,3.820.250.000,,,3893750000.0,3820250000.0
Công ty TNHH Bao bì San Miguel Phú Thọ,Công ty TNHH Bao bì San Miguel Phú Thọ,Công ty TNHH Bao bì San Miguel Phú Thọ,Công ty liên doanh,Doanh thu khác,1.112.320.000,119.040.000,,,1112320000.0,119040000.0
Công ty TNHH Bao bì San Miguel Phú Thọ,Công ty TNHH Bao bì San Miguel Phú Thọ,Công ty TNHH Bao bì San Miguel Phú Thọ,Công ty liên doanh,Mua thành phẩm,-,172.865.104.400,,,,172865104400.0
Công ty TNHH Trung tâm Mê Linh,Công ty TNHH Trung tâm Mê Linh,Công ty TNHH Trung tâm Mê Linh,Công ty liên doanh,Chia lợi nhuận,23.198.045.240,21.575.883.051,,,23198045240.0,21575883051.0
Công ty Cổ phần Thủy điện Miền Nam,Công ty Cổ phần Thủy điện Miền Nam,Công ty Cổ phần Thủy điện Miền Nam,Công ty liên kết,Thu nhập cổ tức,30.321.140.800,28.426.069.500,,,30321140800.0,28426069500.0
Công ty Cổ phần lương thực – Thực phẩm SABECO,Công ty Cổ phần lương thực – Thực phẩm SABECO,Công ty Cổ phần lương thực – Thực phẩm SABECO,Công ty liên kết,"Thu nhập từ cổ tức, lợi nhuận được chia",30.321.140.800,-,,,30321140800.0,
Công ty TNHH Đầu Tư SABECO HP,Công ty TNHH Đầu Tư SABECO HP,Công ty TNHH Đầu Tư SABECO HP,Bên liên quan,Góp vốn bằng lợi thế thương mại,24.426.586.800,-,,,24426586800.0,
Công ty TNHH Đầu Tư SABECO HP,Công ty TNHH Đầu Tư SABECO HP,Công ty TNHH Đầu Tư SABECO HP,Bên liên quan,Góp vốn bằng tiền,54.959.820.300,-,,,54959820300.0,
