row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Công ty Cổ phần Bia Sài Gòn - Phú Thọ,Công ty Cổ phần Bia Sài Gòn - Phú Thọ,Công ty Cổ phần Bia Sài Gòn - Phú Thọ,Công ty liên kết,Mua thành phẩm,786.467.044.879,704.137.305.300,,,786467044879.0,704137305300.0
Công ty Cổ phần Bia Sài Gòn - Phú Thọ,Công ty Cổ phần Bia Sài Gòn - Phú Thọ,Công ty Cổ phần Bia Sài Gòn - Phú Thọ,Công ty liên kết,"Bán vật tư, bao bi",298.144.919.288,290.847.232.073,,,298144919288.0,290847232073.0
Công ty Cổ phần Bia Sài Gòn - Phú Thọ,Công ty Cổ phần Bia Sài Gòn - Phú Thọ,Công ty Cổ phần Bia Sài Gòn - Phú Thọ,Công ty liên kết,Thu nhập cổ tức,10.971.875.000,6.757.500.000,,,10971875000.0,6757500000.0
Công ty Cổ phần Bia Sài Gòn - Phú Thọ,Công ty Cổ phần Bia Sài Gòn - Phú Thọ,Công ty Cổ phần Bia Sài Gòn - Phú Thọ,Công ty liên kết,Doanh thu khác,558.142.918,-,,,558142918.0,
Công ty Cổ phần Nước giải khát Tây Đô,Công ty Cổ phần Nước giải khát Tây Đô,Công ty Cổ phần Nước giải khát Tây Đô,Công ty liên kết,Mua thành phẩm,878.149.676.756,660.326.340.550,,,878149676756.0,660326340550.0
Công ty Cổ phần Nước giải khát Tây Đô,Công ty Cổ phần Nước giải khát Tây Đô,Công ty Cổ phần Nước giải khát Tây Đô,Công ty liên kết,"Bán vật tư, bao bi",285.023.319.714,219.339.202.530,,,285023319714.0,219339202530.0
Công ty Cổ phần Nước giải khát Tây Đô,Công ty Cổ phần Nước giải khát Tây Đô,Công ty Cổ phần Nước giải khát Tây Đô,Công ty liên kết,Thu nhập cổ tức,2.542.500.000,5.932.500.000,,,2542500000.0,5932500000.0
Công ty Cổ phần Nước giải khát Tây Đô,Công ty Cổ phần Nước giải khát Tây Đô,Công ty Cổ phần Nước giải khát Tây Đô,Công ty liên kết,Doanh thu khác,1.804.000,1.212.649.506,,,1804000.0,1212649506.0
Công ty Cổ phần Nước giải khát Tây Đô,Công ty Cổ phần Nước giải khát Tây Đô,Công ty Cổ phần Nước giải khát Tây Đô,Công ty liên kết,Phí sử dụng vô chai,-,709.234.644,,,,709234644.0
Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,Công ty liên kết,Mua thành phẩm,624.941.031.340,491.376.024.000,,,624941031340.0,491376024000.0
