row_label_raw,row_label_full,col_0,Năm nay,VND > Năm trước (đã được trình bày lại – Thuyết minh số 39),numeric__Năm nay,numeric__VND > Năm trước (đã được trình bày lại – Thuyết minh số 39)
"Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",19.389.038.176.140,19.150.495.220.238,19389038176140.0,19150495220238.0
Chi phí nhân công,Chi phí nhân công,Chi phí nhân công,1.440.162.367.017,1.201.698.092.798,1440162367017.0,1201698092798.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,633.843.505.732,635.241.633.774,633843505732.0,635241633774.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,2.294.642.444.456,1.716.855.391.781,2294642444456.0,1716855391781.0
Chi phí khác,Chi phí khác,Chi phí khác,2.440.751.983.587,1.102.473.298.507,2440751983587.0,1102473298507.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,26.198.438.476.932,23.806.763.637.098,26198438476932.0,23806763637098.0
