row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Số cuối năm,Số đầu năm(dã được trình bày lại– Thuyết minh số 39),,
Ngắn hạn,Ngắn hạn,Ngắn hạn,49.846.178.702,53.816.669.649,49846178702.0,53816669649.0
Dự phòng tài sản thiếu chờ xử lý,Dự phòng tài sản thiếu chờ xử lý,Dự phòng tài sản thiếu chờ xử lý,20.173.343.379,14.500.395.911,20173343379.0,14500395911.0
Dự phòng phải thu ngắn hạn,Dự phòng phải thu ngắn hạn,Dự phòng phải thu ngắn hạn,5.581.799.928,16.827.742.509,5581799928.0,16827742509.0
Dự phòng trả trước cho người bán,Dự phòng trả trước cho người bán,Dự phòng trả trước cho người bán,141.522.563,141.522.563,141522563.0,141522563.0
Dự phòng tạm ứng cho nhân viên,Dự phòng tạm ứng cho nhân viên,Dự phòng tạm ứng cho nhân viên,122.374.582,122.374.582,122374582.0,122374582.0
Dự phòng phải thu ngắn hạn khác,Dự phòng phải thu ngắn hạn khác,Dự phòng phải thu ngắn hạn khác,23.827.138.250,22.224.634.084,23827138250.0,22224634084.0
Dải hạn,Dải hạn,Dải hạn,17.472.127.344,12.000.000.000,17472127344.0,12000000000.0
Dự phòng phải thu khách hàng dài hạn,Dự phòng phải thu khách hàng dài hạn,Dự phòng phải thu khách hàng dài hạn,5.472.127.344,-,5472127344.0,
Dự phòng phải thu về cho vay dài hạn,Dự phòng phải thu về cho vay dài hạn,Dự phòng phải thu về cho vay dài hạn,4.000.000.000,4.000.000.000,4000000000.0,4000000000.0
Dự phòng phải thu dài hạn khác,Dự phòng phải thu dài hạn khác,Dự phòng phải thu dài hạn khác,8.000.000.000,8.000.000.000,8000000000.0,8000000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,67.318.306.046,65.816.669.649,67318306046.0,65816669649.0
