row_label_raw,row_label_full,Tên công ty,Hoạt động chính,Số cuối năm > % sở hữu,Số cuối năm > Giá trị (VND),Số đầu năm > % sở hữu,Số đầu năm > Giá trị (VND),Địa điểm,numeric__Hoạt động chính,numeric__Số cuối năm > % sở hữu,numeric__Số cuối năm > Giá trị (VND),numeric__Số đầu năm > % sở hữu,numeric__Số đầu năm > Giá trị (VND),numeric__Địa điểm
Công ty Cổ phần Bia Sài Gòn - Khánh Hòa,Công ty Cổ phần Bia Sài Gòn - Khánh Hòa,Công ty Cổ phần Bia Sài Gòn - Khánh Hòa,"Sản xuất và kinh doanh bia, rượu, còn, nước giải khát",26,26.219.499.384,26,26.000.000.000,Khánh Hòa,,26.0,26219499384.0,26.0,26000000000.0,
Công ty Cổ phần Bia Sài Gòn Kiên Giang (i),Công ty Cổ phần Bia Sài Gòn Kiên Giang (i),Công ty Cổ phần Bia Sài Gòn Kiên Giang (i),"Sản xuất và kinh doanh bia, rượu, còn, nước giải khát và phụ tùng thay thế",20,25.650.998.140,20,29.727.871.151,Kiên Giang,,20.0,25650998140.0,20.0,29727871151.0,
Công ty TNHH Rượu và Cần Việt Nam,Công ty TNHH Rượu và Cần Việt Nam,Công ty TNHH Rượu và Cần Việt Nam,Sản xuất và kinh doanh rượu và các sản phẩm nước uống có còn,45,12.834.663.750,45,18.561.232.370,Hồ Chí Minh,,45.0,12834663750.0,45.0,18561232370.0,
Công ty Cổ phần Cơ khí và Xây lắp Công Nghiệp,Công ty Cổ phần Cơ khí và Xây lắp Công Nghiệp,Công ty Cổ phần Cơ khí và Xây lắp Công Nghiệp,"Sản xuất, lắp đặt các sản phẩm máy móc, cầu đường và xây dựng công nghiệp",26,10.832.720.482,26,10.832.720.481,Hồ Chí Minh,,26.0,10832720482.0,26.0,10832720481.0,
Công ty Cổ phần lương thực – Thực phẩm SABECO,Công ty Cổ phần lương thực – Thực phẩm SABECO,Công ty Cổ phần lương thực – Thực phẩm SABECO,Sản xuất lương thực – thực phẩm,39,5.270.417.859,20,3.286.278.696,Hồ Chí Minh,,39.0,5270417859.0,20.0,3286278696.0,
Công ty Cổ phần Tư vấn Đầu tư và Chuyển giao Công nghệ Thành Nam,Công ty Cổ phần Tư vấn Đầu tư và Chuyển giao Công nghệ Thành Nam,Công ty Cổ phần Tư vấn Đầu tư và Chuyển giao Công nghệ Thành Nam,"Tư vấn xây dựng, thiết kế",29,329.653.546,29,454.267.265,Hồ Chí Minh,,29.0,329653546.0,29.0,454267265.0,
Công ty Cổ phần Thủy điện Miền Nam (ii),Công ty Cổ phần Thủy điện Miền Nam (ii),Công ty Cổ phần Thủy điện Miền Nam (ii),Xây dựng và vận hành nhà máy thủy điện,-,-,20,250.148.381.377,Hồ Chí Minh,,,,20.0,250148381377.0,
Công ty Cổ phần Đầu tư Sabeco Pearl (iii),Công ty Cổ phần Đầu tư Sabeco Pearl (iii),Công ty Cổ phần Đầu tư Sabeco Pearl (iii),Kinh doanh bất động sản,-,-,26,147.149.305.301,Hồ Chí Minh,,,,26.0,147149305301.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,1.602.030.153.562,1.602.030.153.562,1.895.601.442.249,1.895.601.442.249,,,1602030153562.0,1602030153562.0,1895601442249.0,1895601442249.0,
