row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Số đầu năm (đã được trình bày lại Số cuối năm – Thuyết minh số 39),Số đầu năm (đã được trình bày lại Số cuối năm – Thuyết minh số 39),,
Ngắn hạn,Ngắn hạn,Ngắn hạn,1.288.893.414.226,1.042.860.443.900,1288893414226.0,1042860443900.0
Cổ tức phải trả,Cổ tức phải trả,Cổ tức phải trả,221.970.200.071,34.814.482.652,221970200071.0,34814482652.0
Phải trả Nhà nước cho phần đánh giá quyền sử dụng đất khi xác định giá trị doanh nghiệp để cổ phần hóa (Thuyết minh số 14),Phải trả Nhà nước cho phần đánh giá quyền sử dụng đất khi xác định giá trị doanh nghiệp để cổ phần hóa (Thuyết minh số 14),Phải trả Nhà nước cho phần đánh giá quyền sử dụng đất khi xác định giá trị doanh nghiệp để cổ phần hóa (Thuyết minh số 14),735.379.872.700,735.379.872.700,735379872700.0,735379872700.0
"Ký quỹ, ký cược nhận được","Ký quỹ, ký cược nhận được","Ký quỹ, ký cược nhận được",242.200.647.385,175.294.752.259,242200647385.0,175294752259.0
Quỹ công tác xã hội,Quỹ công tác xã hội,Quỹ công tác xã hội,37.233.839.078,41.355.808.098,37233839078.0,41355808098.0
Tạm ứng từ việc thanh lý giải thể quỹ đầu tư chứng khoán Sài Gòn A2 (*),Tạm ứng từ việc thanh lý giải thể quỹ đầu tư chứng khoán Sài Gòn A2 (*),Tạm ứng từ việc thanh lý giải thể quỹ đầu tư chứng khoán Sài Gòn A2 (*),17.995.095.645,15.350.000.000,17995095645.0,15350000000.0
Khác,Khác,Khác,34.113.759.347,40.665.528.191,34113759347.0,40665528191.0
Dài hạn,Dài hạn,Dài hạn,52.776.316.000,65.182.716.000,52776316000.0,65182716000.0
Phải trả tiền thuê đất (**),Phải trả tiền thuê đất (**),Phải trả tiền thuê đất (**),51.602.316.000,51.602.316.000,51602316000.0,51602316000.0
"Ký quỹ, ký cược nhận được","Ký quỹ, ký cược nhận được","Ký quỹ, ký cược nhận được",822.000.000,3.473.000.000,822000000.0,3473000000.0
Khác,Khác,Khác,352.000.000,10.107.400.000,352000000.0,10107400000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.341.669.730.226,1.108.043.159.900,1341669730226.0,1108043159900.0
