row_label_raw,row_label_full,col_0,Năm nay,VND > Năm trước (đã được trình bày lại – Thuyết minh số 39),numeric__Năm nay,numeric__VND > Năm trước (đã được trình bày lại – Thuyết minh số 39)
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,253.242.622.101,1.069.232.104.128,253242622101.0,1069232104128.0
Điều chỉnh chi phí thuế TNDN trích thiếu trong những năm trước,Điều chỉnh chi phí thuế TNDN trích thiếu trong những năm trước,Điều chỉnh chi phí thuế TNDN trích thiếu trong những năm trước,960.284.243,-,960284243.0,
Chi phí (thu nhập) thuế TNDN hoãn lại,Chi phí (thu nhập) thuế TNDN hoãn lại,Chi phí (thu nhập) thuế TNDN hoãn lại,798.606.579.969,(209.702.819.639),798606579969.0,-209702819639.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.052.809.486.313,859.529.284.489,1052809486313.0,859529284489.0
