row_label_raw,row_label_full,Số đầu năm > Cổ tức phải trả trong năm,Năm nay > 34.814.482.652 > 3.944.638.787.795,VNDNăm trước > 35.820.782.350 > 1.677.975.044.772,numeric__Năm nay > 34.814.482.652 > 3.944.638.787.795,numeric__VNDNăm trước > 35.820.782.350 > 1.677.975.044.772
Cổ tức đã chi trả bằng tiền,Cổ tức đã chi trả bằng tiền,Cổ tức đã chi trả bằng tiền,(3.757.483.070.376),(1.678.981.344.470),-3757483070376.0,-1678981344470.0
Số cuối năm,Số cuối năm,Số cuối năm,221.970.200.071,34.814.482.652,221970200071.0,34814482652.0
