row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (đã được trình bày lại - Thuyết minh số 39),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (đã được trình bày lại - Thuyết minh số 39)
200,200,200,B. TÀI SẢN DÀI HẠN,,8.478.519.181.688,9.811.971.702.117,,,8478519181688.0,9811971702117.0
210,210,210,I. Các khoản phải thu dài hạn,,38.348.696.296,34.494.839.492,,,38348696296.0,34494839492.0
211,211,211,1. Phải thu dài hạn của khách hàng,,5.317.157.150,525.000.000,,,5317157150.0,525000000.0
215,215,215,2. Phải thu về cho vay dài hạn,,4.000.000.000,4.000.000.000,,,4000000000.0,4000000000.0
216,216,216,3. Phải thu dài hạn khác,7,46.503.666.490,41.969.839.492,,7.0,46503666490.0,41969839492.0
219,219,219,4. Dự phòng phải thu dài hạn khó đòi,8,(17.472.127.344),(12.000.000.000),,8.0,-17472127344.0,-12000000000.0
220,220,220,II. Tài sản cố định,,5.462.593.961.444,5.854.864.117.634,,,5462593961444.0,5854864117634.0
221,221,221,1. Tài sản cố định hữu hình,13,4.478.036.884.064,4.843.868.582.223,,13.0,4478036884064.0,4843868582223.0
222,222,222,Nguyên giá,,9.163.284.050.415,9.001.467.079.128,,,9163284050415.0,9001467079128.0
223,223,223,Giá trị hao mòn lũy kế,,(4.685.247.166.351),(4.157.598.496.905),,,-4685247166351.0,-4157598496905.0
227,227,227,2. Tài sản cố định vô hình,14,984.557.077.380,1.010.995.535.411,,14.0,984557077380.0,1010995535411.0
228,228,228,Nguyên giá,,1.098.567.100.615,1.113.838.027.652,,,1098567100615.0,1113838027652.0
229,229,229,Giá trị hao mòn lũy kế,,(114.010.023.235),(102.842.492.241),,,-114010023235.0,-102842492241.0
230,230,230,III. Bất động sản đầu tư,16,66.481.409.593,45.648.186.191,,16.0,66481409593.0,45648186191.0
231,231,231,1. Nguyên giá,,94.694.434.487,70.885.673.807,,,94694434487.0,70885673807.0
232,232,232,2. Giá trị hao mòn lũy kế,,(28.213.024.894),(25.237.487.616),,,-28213024894.0,-25237487616.0
240,240,240,IV. Tài sản dở dang dài hạn,,76.788.901.460,80.875.751.437,,,76788901460.0,80875751437.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,15,76.788.901.460,80.875.751.437,,15.0,76788901460.0,80875751437.0
250,250,250,V. Đầu tư tài chính dài hạn,17,1.938.640.880.750,2.220.151.475.157,,17.0,1938640880750.0,2220151475157.0
252,252,252,"1. Đầu tư vào công ty liên kết, liên doanh",,1.602.030.153.562,1.895.601.442.249,,,1602030153562.0,1895601442249.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,,763.251.332.167,759.464.745.367,,,763251332167.0,759464745367.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,,(447.509.484.884),(462.783.592.364),,,-447509484884.0,-462783592364.0
255,255,255,4. Đầu tư nằm giữ đến ngày đáo hạn,,20.868.879.905,27.868.879.905,,,20868879905.0,27868879905.0
260,260,260,VI. Tài sản dài hạn khác,,895.665.332.145,1.575.937.332.206,,,895665332145.0,1575937332206.0
261,261,261,1. Chi phí trả trước dài hạn,12,756.355.605.445,626.304.930.215,,12.0,756355605445.0,626304930215.0
262,262,262,2. Tài sản thuê thu nhập hoãn lại,34.3,121.282.629.367,921.325.127.652,,343.0,121282629367.0,921325127652.0
263,263,263,"3. Thiết bị, vật tư, phụ tùng thay thế dài hạn",,18.027.097.333,28.228.654.428,,,18027097333.0,28228654428.0
268,268,268,4. Tài sản dài hạn khác,,-,78.619.911,,,,78619911.0
270,270,270,TỔNG CỘNG TÀI SẢN,,19.192.865.179.330,22.010.308.414.163,,,19192865179330.0,22010308414163.0
