row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Năm nay,Năm trước (đã được trình bày lại – Thuyết minh số 39),,
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,2.781.731.453.998,2.682.965.745.154,2781731453998.0,2682965745154.0
Chi phí quảng cáo tiếp thị,Chi phí quảng cáo tiếp thị,Chi phí quảng cáo tiếp thị,1.400.813.712.172,1.269.108.033.294,1400813712172.0,1269108033294.0
Chi phí nhân công,Chi phí nhân công,Chi phí nhân công,585.136.328.177,497.385.223.327,585136328177.0,497385223327.0
"Chi phí bao bì, vật liệu","Chi phí bao bì, vật liệu","Chi phí bao bì, vật liệu",314.743.401.156,442.409.259.975,314743401156.0,442409259975.0
Chi phí thuê,Chi phí thuê,Chi phí thuê,149.388.381.079,147.158.499.736,149388381079.0,147158499736.0
"Chi phí vận chuyển, khuẩn vác","Chi phí vận chuyển, khuẩn vác","Chi phí vận chuyển, khuẩn vác",118.124.051.291,124.351.559.021,118124051291.0,124351559021.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,24.623.933.631,23.006.833.797,24623933631.0,23006833797.0
Khác,Khác,Khác,188.901.646.492,179.546.336.004,188901646492.0,179546336004.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,781.828.733.942,1.154.417.338.528,781828733942.0,1154417338528.0
Chi phí nhân công,Chi phí nhân công,Chi phí nhân công,355.127.609.643,292.107.649.345,355127609643.0,292107649345.0
Chi phí thuê,Chi phí thuê,Chi phí thuê,37.129.611.352,35.446.142.259,37129611352.0,35446142259.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,32.404.267.235,35.621.613.960,32404267235.0,35621613960.0
Chi phí nguyên vật liệu,Chi phí nguyên vật liệu,Chi phí nguyên vật liệu,12.349.220.976,18.931.289.723,12349220976.0,18931289723.0
Lợi thế kinh doanh,Lợi thế kinh doanh,Lợi thế kinh doanh,-,150.175.616.584,,150175616584.0
Dự phòng thuế tiêu thụ đặc biệt,Dự phòng thuế tiêu thụ đặc biệt,Dự phòng thuế tiêu thụ đặc biệt,-,375.067.849.931,,375067849931.0
Khác,Khác,Khác,344.818.024.736,247.067.176.726,344818024736.0,247067176726.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,3.563.560.187.940,3.837.383.083.682,3563560187940.0,3837383083682.0
