row_label_raw,row_label_full,col_0,Số cuối năm,VND > Số đầu năm(dã được trình bày lại– Thuyết minh số 39),numeric__Số cuối năm,numeric__VND > Số đầu năm(dã được trình bày lại– Thuyết minh số 39)
Thuế thu nhập doanh nghiệp nộp thừa,Thuế thu nhập doanh nghiệp nộp thừa,Thuế thu nhập doanh nghiệp nộp thừa,664.808.325.180,115.466.432.700,664808325180.0,115466432700.0
Khác,Khác,Khác,12.848.811.175,3.008.877.582,12848811175.0,3008877582.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,677.657.136.355,118.475.310.282,677657136355.0,118475310282.0
