row_label_raw,row_label_full,col_0,Đơn vị,Số cuối năm,Số đầu năm,numeric__Đơn vị,numeric__Số cuối năm,numeric__Số đầu năm
Ngoại tệ,Ngoại tệ,Ngoại tệ,Ngoại tệ,Ngoại tệ,Ngoại tệ,,,
Đô la Mỹ (USD),Ngoại tệ > Đô la Mỹ (USD),Đô la Mỹ (USD),USD,5.113.215,1.081.791,,5113215.0,1081791.0
Đồng Euro (EUR),Ngoại tệ > Đồng Euro (EUR),Đồng Euro (EUR),EUR,40.868,60.313,,40868.0,60313.0
Hàng hoá nhận giữ hộ,Ngoại tệ > Hàng hoá nhận giữ hộ,Hàng hoá nhận giữ hộ,,98.318.328.104,69.435.208.915,,98318328104.0,69435208915.0
