row_label_raw,row_label_full,col_0,Số đầu năm > VNDGiá trị/Số có khả năng trả nợ,Số đầu năm > Tăng,Trong năm > VNDGiảm,Trong năm > VNDGiá trị/Số có khả năng trả nợ,Số cuối năm,numeric__Số đầu năm > VNDGiá trị/Số có khả năng trả nợ,numeric__Số đầu năm > Tăng,numeric__Trong năm > VNDGiảm,numeric__Trong năm > VNDGiá trị/Số có khả năng trả nợ,numeric__Số cuối năm
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,,,,,
Công ty TNHH Đầu Tư River City 2 (i),Vay ngắn hạn > Công ty TNHH Đầu Tư River City 2 (i),Công ty TNHH Đầu Tư River City 2 (i),-,473.475.000.000,55.300.000.000,418.175.000.000,,,473475000000.0,55300000000.0,418175000000.0,
Công ty Cổ phần Kinh doanh Bắt động sản Trường Minh,Vay ngắn hạn > Công ty Cổ phần Kinh doanh Bắt động sản Trường Minh,Công ty Cổ phần Kinh doanh Bắt động sản Trường Minh,306.500.000.000,-,306.500.000.000,-,,306500000000.0,,306500000000.0,,
Công ty TNHH Đầu tư và Kinh doanh Bắt động sản Việt Nam,Vay ngắn hạn > Công ty TNHH Đầu tư và Kinh doanh Bắt động sản Việt Nam,Công ty TNHH Đầu tư và Kinh doanh Bắt động sản Việt Nam,-,600.000.000.000,600.000.000.000,-,,,600000000000.0,600000000000.0,,
,,,306.500.000.000,1.073.475.000.000,961.800.000.000,418.175.000.000,,306500000000.0,1073475000000.0,961800000000.0,418175000000.0,
Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,,,,,
Công ty Cổ phần Kinh doanh Bắt động sản Trường Minh,Vay dài hạn > Công ty Cổ phần Kinh doanh Bắt động sản Trường Minh,Công ty Cổ phần Kinh doanh Bắt động sản Trường Minh,131.000.000.000,-,131.000.000.000,-,,131000000000.0,,131000000000.0,,
,,,131.000.000.000,-,131.000.000.000,-,,131000000000.0,,131000000000.0,,
