row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,763.471.028.863,1.092.089.871.435,,300.0,,763471028863.0,1092089871435.0
I.,I.,I.,Nợ ngắn hạn,310,,759.356.802.049,960.218.976.143,,310.0,,759356802049.0,960218976143.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,16,53.198.114.891,135.312.528.223,,311.0,16.0,53198114891.0,135312528223.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,17,4.576.419.988,130.393.769.910,,312.0,17.0,4576419988.0,130393769910.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,18,51.984.708.648,40.453.482.139,,313.0,18.0,51984708648.0,40453482139.0
4.,4.,4.,Phải trả người lao động,314,,9.513.346.626,8.843.000.505,,314.0,,9513346626.0,8843000505.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,19,47.787.598.792,95.214.906.108,,315.0,19.0,47787598792.0,95214906108.0
6.,6.,6.,Doanh thu chưa thực hiện ngắn hạn,318,,518.023.000,333.198.500,,318.0,,518023000.0,333198500.0
7.,7.,7.,Phải trả ngắn hạn khác,319,20,173.603.590.104,243.168.090.758,,319.0,20.0,173603590104.0,243168090758.0
8.,8.,8.,Vay ngắn hạn,320,21,418.175.000.000,306.500.000.000,,320.0,21.0,418175000000.0,306500000000.0
II.,II.,II.,Nợ dài hạn,330,,4.114.226.814,131.870.895.292,,330.0,,4114226814.0,131870895292.0
1.,1.,1.,Chi phí phải trả dài hạn,333,19,3.522.713.267,-,,333.0,19.0,3522713267.0,
2.,2.,2.,Doanh thu chưa thực hiện dài hạn,336,,260.179.000,642.526.600,,336.0,,260179000.0,642526600.0
3.,3.,3.,Vay dài hạn,338,21,-,131.000.000.000,,338.0,21.0,,131000000000.0
4.,4.,4.,Dự phòng phải trả dài hạn,342,,331.334.547,228.368.692,,342.0,,331334547.0,228368692.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,4.409.998.974.189,3.097.577.762.506,,400.0,,4409998974189.0,3097577762506.0
I.,I.,I.,Vốn chủ sở hữu,410,22,4.409.998.974.189,3.097.577.762.506,,410.0,22.0,4409998974189.0,3097577762506.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,3.750.000.000.000,2.500.000.000.000,,411.0,,3750000000000.0,2500000000000.0
2.,2.,2.,Thặng dư vốn cổ phần,412,,(320.509.091),-,,412.0,,-320509091.0,
3.,3.,3.,Lợi nhuận sau thuế chưa phân phối,421,,660.319.483.280,597.577.762.506,,421.0,,660319483280.0,597577762506.0
,,,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,597.577.762.506,445.015.241.473,,,,597577762506.0,445015241473.0
,,,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,62.741.720.774,152.562.521.033,,,,62741720774.0,152562521033.0
,,,TỔNG CỘNG NGUỒN VỐN (440=300+400),440,,5.173.470.003.052,4.189.667.633.941,,440.0,,5173470003052.0,4189667633941.0
