row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,25,326.369.324.230,337.886.304.563,,1.0,25.0,326369324230.0,337886304563.0
2.,2.,2.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),10,,326.369.324.230,337.886.304.563,,10.0,,326369324230.0,337886304563.0
3.,3.,3.,Giá vốn hàng bán và dịch vụ cung cấp,11,26,226.296.516.533,159.515.904.454,,11.0,26.0,226296516533.0,159515904454.0
4.,4.,4.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,100.072.807.697,178.370.400.109,,20.0,,100072807697.0,178370400109.0
5.,5.,5.,Doanh thu hoạt động tài chính,21,28,195.286.686.308,182.228.996.925,,21.0,28.0,195286686308.0,182228996925.0
6.,6.,6.,Chi phí tài chính,22,29,36.495.960.994,112.789.887.883,,22.0,29.0,36495960994.0,112789887883.0
,,,- Trong đó: Chi phí lãi vay,23,,23.794.707.809,104.777.542.153,,23.0,,23794707809.0,104777542153.0
7.,7.,7.,Chi phí bán hàng,25,30,41.769.953.975,8.170.799.159,,25.0,30.0,41769953975.0,8170799159.0
8.,8.,8.,Chi phí quản lý doanh nghiệp,26,30,53.224.782.373,33.188.860.162,,26.0,30.0,53224782373.0,33188860162.0
9.,9.,9.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22-25-26)),30,,163.868.796.663,206.449.849.830,,30.0,,163868796663.0,206449849830.0
10.,10.,10.,Thu nhập khác,31,,1.213.742.163,1.784.392.437,,31.0,,1213742163.0,1784392437.0
11.,11.,11.,Chi phí khác,32,31,69.733.312.610,13.834.453.543,,32.0,31.0,69733312610.0,13834453543.0
12.,12.,12.,(Lỗ) khác (40=31-32),40,,(68.519.570.447),(12.050.061.106),,40.0,,-68519570447.0,-12050061106.0
13.,13.,13.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,95.349.226.216,194.399.788.724,,50.0,,95349226216.0,194399788724.0
14.,14.,14.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,32,32.607.505.442,41.837.267.691,,51.0,32.0,32607505442.0,41837267691.0
15.,15.,15.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51),60,,62.741.720.774,152.562.521.033,,60.0,,62741720774.0,152562521033.0
