row_label_raw,row_label_full,Ông Đỗ Anh Tuấn,Chủ tịch,numeric__Chủ tịch
Bà Đỗ Thị Định,Bà Đỗ Thị Định,Bà Đỗ Thị Định,Thành viên,
Bà Nguyễn Thị Hồng Hạnh,Bà Nguyễn Thị Hồng Hạnh,Bà Nguyễn Thị Hồng Hạnh,Thành viên,
Ông Lương Thành Long,Ông Lương Thành Long,Ông Lương Thành Long,Thành viên,
Ông Nguyễn Xuân Anh,Ông Nguyễn Xuân Anh,Ông Nguyễn Xuân Anh,Thành viên,
