row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Công ty Cổ phần Tập đoàn Sunshine,Công ty Cổ phần Tập đoàn Sunshine,Công ty Cổ phần Tập đoàn Sunshine,Công ty cùng cố đông góp vốn/ liên quan đến cán bộ quản lý chủ chốt,
Công ty Cổ phần Đầu tư Kinh doanh Bất động sản S-Homes(trước đây là Công ty Cổ phần Sunshine Homes),Công ty Cổ phần Đầu tư Kinh doanh Bất động sản S-Homes(trước đây là Công ty Cổ phần Sunshine Homes),Công ty Cổ phần Đầu tư Kinh doanh Bất động sản S-Homes(trước đây là Công ty Cổ phần Sunshine Homes),Công ty cùng cố đông góp vốn/ liên quan đến cán bộ quản lý chủ chốt,
Công ty Cổ phần Tập đoàn Xây dựng SCG (trước đây là Công ty Cổ phần Xây dựng SCG),Công ty Cổ phần Tập đoàn Xây dựng SCG (trước đây là Công ty Cổ phần Xây dựng SCG),Công ty Cổ phần Tập đoàn Xây dựng SCG (trước đây là Công ty Cổ phần Xây dựng SCG),Công ty cùng cố đông góp vốn/ liên quan đến cán bộ quản lý chủ chốt,
Công ty Cổ phần Tập đoàn KSFinance,Công ty Cổ phần Tập đoàn KSFinance,Công ty Cổ phần Tập đoàn KSFinance,Công ty cùng cố đông góp vốn/liên quan đến cán bộ quản lý chủ chốt,
Công ty Cổ phần Tập đoàn Công nghệ Unicloud,Công ty Cổ phần Tập đoàn Công nghệ Unicloud,Công ty Cổ phần Tập đoàn Công nghệ Unicloud,Công ty cùng cố đông góp vốn/liên quan đến cán bộ quản lý chủ chốt,
Công ty TNHH Kinh doanh Thương mại và Dịch vụ Sunshine Mart,Công ty TNHH Kinh doanh Thương mại và Dịch vụ Sunshine Mart,Công ty TNHH Kinh doanh Thương mại và Dịch vụ Sunshine Mart,Công ty cùng cố đông góp vốn/liên quan đến cán bộ quản lý chủ chốt,
Công ty Cổ phần Sunshine Cab,Công ty Cổ phần Sunshine Cab,Công ty Cổ phần Sunshine Cab,Công ty cùng cố đông góp vốn/liên quan đến cán bộ quản lý chủ chốt,
Công ty Cổ phần Sunshine Landscape,Công ty Cổ phần Sunshine Landscape,Công ty Cổ phần Sunshine Landscape,Công ty cùng cố đông góp vốn/liên quan đến cán bộ quản lý chủ chốt,
Công ty Cổ phần Quản lý và Vận hành S-Service,Công ty Cổ phần Quản lý và Vận hành S-Service,Công ty Cổ phần Quản lý và Vận hành S-Service,Công ty cùng cố đông góp vốn,
Công ty Cổ phần Tập đoàn Sunshine Sài Gòn,Công ty Cổ phần Tập đoàn Sunshine Sài Gòn,Công ty Cổ phần Tập đoàn Sunshine Sài Gòn,Công ty cùng cố đông góp vốn,
Công ty TNHH Đầu tư Nhà Hưng Thịnh Phát,Công ty TNHH Đầu tư Nhà Hưng Thịnh Phát,Công ty TNHH Đầu tư Nhà Hưng Thịnh Phát,Công ty con trực tiếp,
Công ty Cổ phần Đầu tư Xây dựng Xuân Đình,Công ty Cổ phần Đầu tư Xây dựng Xuân Đình,Công ty Cổ phần Đầu tư Xây dựng Xuân Đình,Công ty con gián tiếp,
Công ty Cổ phần Sao Ánh Dương,Công ty Cổ phần Sao Ánh Dương,Công ty Cổ phần Sao Ánh Dương,Công ty con trực tiếp,
Công ty Cổ phần Sunshine AM,Công ty Cổ phần Sunshine AM,Công ty Cổ phần Sunshine AM,Công ty con gián tiếp,
Công ty Cổ phần Sunshine Marina Nha Trang,Công ty Cổ phần Sunshine Marina Nha Trang,Công ty Cổ phần Sunshine Marina Nha Trang,Công ty liên quan đến cán bộ quản lý chủ chốt,
Công ty TNHH Cafe's Plus,Công ty TNHH Cafe's Plus,Công ty TNHH Cafe's Plus,Công ty liên quan đến cán bộ quản lý chủ chốt,
Công ty TNHH Đầu tư và Kinh doanh BDS Đại Phát Lộc,Công ty TNHH Đầu tư và Kinh doanh BDS Đại Phát Lộc,Công ty TNHH Đầu tư và Kinh doanh BDS Đại Phát Lộc,Công ty liên quan đến cán bộ quản lý chủ chốt(Không còn là bên liên quan từ ngày 29 tháng 8 năm 2022),
Công ty Cổ phần Tập đoàn Sunshine International Property Technology,Công ty Cổ phần Tập đoàn Sunshine International Property Technology,Công ty Cổ phần Tập đoàn Sunshine International Property Technology,Công ty liên quan đến cán bộ quản lý chủ chốt,
Công ty Cổ phần S-Decoro,Công ty Cổ phần S-Decoro,Công ty Cổ phần S-Decoro,Công ty liên quan đến cán bộ quản lý chủ chốt,
Công ty Cổ phần Tập đoàn Truyền thông và Giải trí ODE,Công ty Cổ phần Tập đoàn Truyền thông và Giải trí ODE,Công ty Cổ phần Tập đoàn Truyền thông và Giải trí ODE,Không còn là bên liên quan từ ngày 25 tháng 5 năm 2021,
Ngân hàng Thương mại Cổ phần Kiên Long,Ngân hàng Thương mại Cổ phần Kiên Long,Ngân hàng Thương mại Cổ phần Kiên Long,Công ty liên quan đến cán bộ quản lý chủ chốt(Không còn là bên liên quan từ ngày 6 tháng 03 năm 2023),
Công ty Cổ phần Quản lý Vận hành Khách sạn & Khu nghĩ dưỡng Matterhorn,Công ty Cổ phần Quản lý Vận hành Khách sạn & Khu nghĩ dưỡng Matterhorn,Công ty Cổ phần Quản lý Vận hành Khách sạn & Khu nghĩ dưỡng Matterhorn,Công ty con trực tiếp/Công ty liên quan đến cán bộ chủ chốt(Không còn là Công ty con trực tiếp kể từ ngày 30 tháng 6 năm 2022),
