row_label_raw,row_label_full,col_0,Vốn góp của chủ sở hữu,Thặng dư vốn cổ phần,Lợi nhuận sau thuế chưa phân phối,Tổng cộng,numeric__Vốn góp của chủ sở hữu,numeric__Thặng dư vốn cổ phần,numeric__Lợi nhuận sau thuế chưa phân phối,numeric__Tổng cộng
,,,VND,VND,VND,VND,,,,
Số dư đầu năm trước,Số dư đầu năm trước,Số dư đầu năm trước,2.500.000.000.000,-,445.015.241.473,2.945.015.241.473,2500000000000.0,,445015241473.0,2945015241473.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,-,152.562.521.033,152.562.521.033,,,152562521033.0,152562521033.0
Số dư đầu năm nay,Số dư đầu năm nay,Số dư đầu năm nay,2.500.000.000.000,-,597.577.762.506,3.097.577.762.506,2500000000000.0,,597577762506.0,3097577762506.0
Tăng vốn trong năm,Tăng vốn trong năm,Tăng vốn trong năm,1.250.000.000.000,(320.509.091),-,1.249.679.490.909,1250000000000.0,-320509091.0,,1249679490909.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,-,62.741.720.774,62.741.720.774,,,62741720774.0,62741720774.0
Số dư cuối năm nay,Số dư cuối năm nay,Số dư cuối năm nay,3.750.000.000.000,(320.509.091),660.319.483.280,4.409.998.974.189,3750000000000.0,-320509091.0,660319483280.0,4409998974189.0
