row_label_raw,row_label_full,col_0,1/1/2024Giá trị ghi sổ/Số có khả năng trả nợ VND,Biến động trong năm > Nhận nợ vay VND,Biến động trong năm > Trả nợ vay VND,31/12/2024Giá trị ghi sổ/Số có khả năng trả nợ VND,numeric__1/1/2024Giá trị ghi sổ/Số có khả năng trả nợ VND,numeric__Biến động trong năm > Nhận nợ vay VND,numeric__Biến động trong năm > Trả nợ vay VND,numeric__31/12/2024Giá trị ghi sổ/Số có khả năng trả nợ VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,5.845.000.000.000,16.397.000.000.000,(15.797.000.000.000),6.445.000.000.000,5845000000000.0,16397000000000.0,-15797000000000.0,6445000000000.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,-,1.764.400.000.000,-,1.764.400.000.000,,1764400000000.0,,1764400000000.0
,,,5.845.000.000.000,18.161.400.000.000,(15.797.000.000.000),8.209.400.000.000,5845000000000.0,18161400000000.0,-15797000000000.0,8209400000000.0
