row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2024VND,Giá trị giao dịch > 2023VND,Phải thu/(Phải trả) tại ngày > 31/12/2024VND,Phải thu/(Phải trả) tại ngày > 1/1/2024VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2024VND,numeric__Giá trị giao dịch > 2023VND,numeric__Phải thu/(Phải trả) tại ngày > 31/12/2024VND,numeric__Phải thu/(Phải trả) tại ngày > 1/1/2024VND
Công ty TNHH Một Thành viên,Công ty TNHH Một Thành viên,Công ty TNHH Một Thành viên,Bán hàng hóa,7.496.992.049,34.363.397,7.811.526.433,-,,7496992049.0,34363397.0,7811526433.0,
Masan Brewery Distribution,Masan Brewery Distribution,Masan Brewery Distribution,Mua hàng hóa,890.504.948,917.852.302,-,-,,890504948.0,917852302.0,,
,,,Phí hỗ trợ quản lý,31.288.842.882,54.527.767.767,34.417.727.170,59.202.736.386,,31288842882.0,54527767767.0,34417727170.0,59202736386.0
Công ty TNHH Một Thành viên,Công ty TNHH Một Thành viên,Công ty TNHH Một Thành viên,Bán hàng hóa,697.456.640,197.070.250,485.816.575,32.819.972,,697456640.0,197070250.0,485816575.0,32819972.0
Masan Brewery HG,Masan Brewery HG,Masan Brewery HG,Mua hàng hóa,18.909.090,2.982.000,(10.400.000),-,,18909090.0,2982000.0,-10400000.0,
Công ty TNHH Một Thành viên,Công ty TNHH Một Thành viên,Công ty TNHH Một Thành viên,Bán hàng hóa,69.887.669,121.575.798,-,15.179.972,,69887669.0,121575798.0,,15179972.0
Masan Brewery PY,Masan Brewery PY,Masan Brewery PY,,,,,,,,,,
Công ty TNHH Masan Brewery MB,Masan Brewery PY > Công ty TNHH Masan Brewery MB,Công ty TNHH Masan Brewery MB,Đặt cọc thuê kho,-,12.327.201.917,67.199.190.493,67.199.190.493,,,12327201917.0,67199190493.0,67199190493.0
,,,Mua dịch vụ,5.733.000.000,4.536.000.000,(559.985.824),(2.289.836.809),,5733000000.0,4536000000.0,-559985824.0,-2289836809.0
Công ty Cổ phần Masan MEATLife,Masan Brewery PY > Công ty Cổ phần Masan MEATLife,Công ty Cổ phần Masan MEATLife,Bán hàng hóa,17.272.221,28.951.509,2.178.000,2.178.000,,17272221.0,28951509.0,2178000.0,2178000.0
,,,Bán tài sản cố định,1.424.423.807,-,-,-,,1424423807.0,,,
,,,Phí hỗ trợ quản lý,21.679.311.294,21.867.558.287,9.565.972.082,24.054.314.116,,21679311294.0,21867558287.0,9565972082.0,24054314116.0
Công ty TNHH MEATDeli Sài Gòn,Masan Brewery PY > Công ty TNHH MEATDeli Sài Gòn,Công ty TNHH MEATDeli Sài Gòn,Bán hàng hóa,313.866.219,112.735.556,12.998.700,-,,313866219.0,112735556.0,12998700.0,
,,,Mua hàng hóa,9.942.268.329,411.218.936,(263.617.387),(397.587.600),,9942268329.0,411218936.0,-263617387.0,-397587600.0
Công ty TNHH MEATDeli HN,Masan Brewery PY > Công ty TNHH MEATDeli HN,Công ty TNHH MEATDeli HN,Bán hàng hóa,63.493.332,95.926.205,6.096.000,174.339.055,,63493332.0,95926205.0,6096000.0,174339055.0
,,,Mua hàng hóa,-,20.648.950,-,-,,,20648950.0,,
Công ty TNHH Thực phẩm 3F VIỆT,Masan Brewery PY > Công ty TNHH Thực phẩm 3F VIỆT,Công ty TNHH Thực phẩm 3F VIỆT,Bán hàng hóa,9.074.074,25.961.698,-,8.075.000,,9074074.0,25961698.0,,8075000.0
,,,Mua hàng hóa,1.688.592,2.686.152,-,-,,1688592.0,2686152.0,,
Công ty Cổ phần 3F VIỆT và chi nhánh,Masan Brewery PY > Công ty Cổ phần 3F VIỆT và chi nhánh,Công ty Cổ phần 3F VIỆT và chi nhánh,Bán hàng hóa,170.284.294,-,3.240.000,-,,170284294.0,,3240000.0,
