row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2024VND,Giá trị giao dịch > 2023VND,Phải thu/(Phải trả) tại ngày > 31/12/2024VND,Phải thu/(Phải trả) tại ngày > 1/1/2024VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2024VND,numeric__Giá trị giao dịch > 2023VND,numeric__Phải thu/(Phải trả) tại ngày > 31/12/2024VND,numeric__Phải thu/(Phải trả) tại ngày > 1/1/2024VND
Công ty Cổ phần VinaCafé Biên Hòa,Công ty Cổ phần VinaCafé Biên Hòa,Công ty Cổ phần VinaCafé Biên Hòa,Bán hàng hóa,79.445.704.463,65.285.472.416,-,-,,79445704463.0,65285472416.0,,
Công ty Cổ phần VinaCafé Biên Hòa,Công ty Cổ phần VinaCafé Biên Hòa,Công ty Cổ phần VinaCafé Biên Hòa,Mua hàng hóa và dịch vụ,2.214.707.362.156,2.018.909.427.383,(417.618.568.814),(307.863.278.749),,2214707362156.0,2018909427383.0,-417618568814.0,-307863278749.0
Công ty Cổ phần Nước khoáng Vĩnh Hào,Công ty Cổ phần Nước khoáng Vĩnh Hào,Công ty Cổ phần Nước khoáng Vĩnh Hào,Bán hàng hóa,887.092.518,286.141.253,-,-,,887092518.0,286141253.0,,
Công ty Cổ phần Nước khoáng Vĩnh Hào,Công ty Cổ phần Nước khoáng Vĩnh Hào,Công ty Cổ phần Nước khoáng Vĩnh Hào,Mua hàng hóa và dịch vụ,441.174.796.370,470.523.034.354,(42.950.364.019),(65.696.101.027),,441174796370.0,470523034354.0,-42950364019.0,-65696101027.0
Công ty Cổ phần Nước khoáng Quảng Ninh,Công ty Cổ phần Nước khoáng Quảng Ninh,Công ty Cổ phần Nước khoáng Quảng Ninh,Bán hàng hóa,107.519.655,86.863.312,-,-,,107519655.0,86863312.0,,
Công ty Cổ phần Nước khoáng Quảng Ninh,Công ty Cổ phần Nước khoáng Quảng Ninh,Công ty Cổ phần Nước khoáng Quảng Ninh,Mua hàng hóa và dịch vụ,227.983.745.422,244.886.322.986,(55.185.779.941),(54.943.741.944),,227983745422.0,244886322986.0,-55185779941.0,-54943741944.0
Masan Consumer (Thailand) Limited,Masan Consumer (Thailand) Limited,Masan Consumer (Thailand) Limited,Bán hàng hóa,51.480.258.136,45.313.834.169,9.065.015.760,16.346.435.761,,51480258136.0,45313834169.0,9065015760.0,16346435761.0
Công ty Cổ phần Bột giặt NET,Công ty Cổ phần Bột giặt NET,Công ty Cổ phần Bột giặt NET,Bán hàng hóa,8.225.885.067,35.149.077.903,-,-,,8225885067.0,35149077903.0,,
Công ty Cổ phần Bột giặt NET,Công ty Cổ phần Bột giặt NET,Công ty Cổ phần Bột giặt NET,Mua hàng hóa và dịch vụ,359.969.302.879,441.400.060.021,(18.114.013.543),(50.191.064.962),,359969302879.0,441400060021.0,-18114013543.0,-50191064962.0
Công ty Cổ phần Bột giặt NET,Công ty Cổ phần Bột giặt NET,Công ty Cổ phần Bột giặt NET,Phí hỗ trợ quản lý,-,3.996.446.998,-,-,,,3996446998.0,,
