row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2024VND,Giá trị giao dịch > 2023VND,Phải thu/(Phải trả) tại ngày > 31/12/2024VND,Phải thu/(Phải trả) tại ngày > 1/1/2024VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2024VND,numeric__Giá trị giao dịch > 2023VND,numeric__Phải thu/(Phải trả) tại ngày > 31/12/2024VND,numeric__Phải thu/(Phải trả) tại ngày > 1/1/2024VND
Công ty TNHH Một Thành viênMasan MB,Công ty TNHH Một Thành viênMasan MB,Công ty TNHH Một Thành viênMasan MB,Bán hàng hóa,216.263.758.959,250.677.222.268,-,-,,216263758959.0,250677222268.0,,
Công ty TNHH Một Thành viênMasan MB,Công ty TNHH Một Thành viênMasan MB,Công ty TNHH Một Thành viênMasan MB,Mua hàng hóa,5.433.836.722.690,5.833.256.327.882,(442.729.881.832),(264.180.518.295),,5433836722690.0,5833256327882.0,-442729881832.0,-264180518295.0
Công ty TNHH Một Thành viênMasan MB,Công ty TNHH Một Thành viênMasan MB,Công ty TNHH Một Thành viênMasan MB,"Cho vay, bao gồm chuyển đổi số đurlãi phải thu thành nợ gốc khoảnphải thu về cho vay",622.176.438.353,-,1.902.176.438.353,1.600.000.000.000,,622176438353.0,,1902176438353.0,1600000000000.0
Công ty TNHH Một Thành viênMasan MB,Công ty TNHH Một Thành viênMasan MB,Công ty TNHH Một Thành viênMasan MB,Thu hồi các khoản cho vay bằng tiền,320.000.000.000,-,-,-,,320000000000.0,,,
Công ty TNHH Một Thành viênMasan MB,Công ty TNHH Một Thành viênMasan MB,Công ty TNHH Một Thành viênMasan MB,Thu nhập lãi cho vay,145.306.301.370,196.322.878.661,-,127.999.999.997,,145306301370.0,196322878661.0,,127999999997.0
Công ty TNHH Một Thành viênMasan MB,Công ty TNHH Một Thành viênMasan MB,Công ty TNHH Một Thành viênMasan MB,Thu hồi các khoản lãi cho vay bằng tiền,51.129.863.014,-,-,-,,51129863014.0,,,
Công ty TNHH Một Thành viênMasan MB,Công ty TNHH Một Thành viênMasan MB,Công ty TNHH Một Thành viênMasan MB,Thu hồi khoản cho vay và phải thu lãicho vay thông qua việc cản trừ vớicổ tức phải trả,-,1.453.759.029.343,-,-,,,1453759029343.0,,
Công ty TNHH Một Thành viênMasan HG,Công ty TNHH Một Thành viênMasan HG,Công ty TNHH Một Thành viênMasan HG,Bán hàng hóa,259.312.923.780,196.539.987.782,-,-,,259312923780.0,196539987782.0,,
Công ty TNHH Một Thành viênMasan HG,Công ty TNHH Một Thành viênMasan HG,Công ty TNHH Một Thành viênMasan HG,Bán tài sản cố định,625.421.360,-,-,-,,625421360.0,,,
Công ty TNHH Một Thành viênMasan HG,Công ty TNHH Một Thành viênMasan HG,Công ty TNHH Một Thành viênMasan HG,Mua hàng hóa,4.182.377.063.627,3.388.478.792.457,(281.416.918.628),(238.567.718.287),,4182377063627.0,3388478792457.0,-281416918628.0,-238567718287.0
Công ty TNHH Một Thành viênCông nghệ Thực phẩm Việt Tiến,Công ty TNHH Một Thành viênCông nghệ Thực phẩm Việt Tiến,Công ty TNHH Một Thành viênCông nghệ Thực phẩm Việt Tiến,Bán hàng hóa,8.360.010,2.287.600,-,-,,8360010.0,2287600.0,,
Công ty Cổ phần Masan PQ,Công ty Cổ phần Masan PQ,Công ty Cổ phần Masan PQ,Bán hàng hóa,20.660.329,17.531.807,-,-,,20660329.0,17531807.0,,
Công ty Cổ phần Masan PQ,Công ty Cổ phần Masan PQ,Công ty Cổ phần Masan PQ,Mua hàng hóa,1.520.116.360,44.542.800,(272.775.859),-,,1520116360.0,44542800.0,-272775859.0,
Công ty TNHH Một Thành viênNam Ngư Phú Quốc,Công ty TNHH Một Thành viênNam Ngư Phú Quốc,Công ty TNHH Một Thành viênNam Ngư Phú Quốc,Bán hàng hóa,827.159.815,1.159.264.346,-,-,,827159815.0,1159264346.0,,
Công ty TNHH Một Thành viênNam Ngư Phú Quốc,Công ty TNHH Một Thành viênNam Ngư Phú Quốc,Công ty TNHH Một Thành viênNam Ngư Phú Quốc,Mua hàng hóa,135.324.173.533,117.041.020.192,(52.038.287.616),(40.318.832.834),,135324173533.0,117041020192.0,-52038287616.0,-40318832834.0
Công ty TNHH Một Thành viênMasan Beverage,Công ty TNHH Một Thành viênMasan Beverage,Công ty TNHH Một Thành viênMasan Beverage,Phân phối lợi nhuận,839.964.295.000,60.283.801.622,1.996.000.000,60.283.801.622,,839964295000.0,60283801622.0,1996000000.0,60283801622.0
