row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2024VND,Giá trị giao dịch > 2023VND,Phải thu/(Phải trả) tại ngày > 31/12/2024VND,Phải thu/(Phải trả) tại ngày > 1/1/2024VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2024VND,numeric__Giá trị giao dịch > 2023VND,numeric__Phải thu/(Phải trả) tại ngày > 31/12/2024VND,numeric__Phải thu/(Phải trả) tại ngày > 1/1/2024VND
Công ty TNHH Khai thác Chế biếnKhoáng sản Núi Pháo,Công ty TNHH Khai thác Chế biếnKhoáng sản Núi Pháo,Công ty TNHH Khai thác Chế biếnKhoáng sản Núi Pháo,Bán hàng hóa,1.112.853.611,1.039.851.344,141.031.618,147.621.167,,1112853611.0,1039851344.0,141031618.0,147621167.0
Công ty TNHH Khai thác Chế biếnKhoáng sản Núi Pháo,Công ty TNHH Khai thác Chế biếnKhoáng sản Núi Pháo,Công ty TNHH Khai thác Chế biếnKhoáng sản Núi Pháo,Phí hỗ trợ quản lý,-,139.088.070,-,152.996.877,,,139088070.0,,152996877.0
Công ty Cổ phần Dịch vụThương mại Tổng hợp WinCommerce,Công ty Cổ phần Dịch vụThương mại Tổng hợp WinCommerce,Công ty Cổ phần Dịch vụThương mại Tổng hợp WinCommerce,Bán hàng hóa,1.925.700.355.101,1.469.292.745.412,617.831.704.323,629.796.071.880,,1925700355101.0,1469292745412.0,617831704323.0,629796071880.0
Công ty Cổ phần Dịch vụThương mại Tổng hợp WinCommerce,Công ty Cổ phần Dịch vụThương mại Tổng hợp WinCommerce,Công ty Cổ phần Dịch vụThương mại Tổng hợp WinCommerce,Bán tài sản cố định,-,931.320.407,-,1.024.452.448,,,931320407.0,,1024452448.0
Công ty Cổ phần Dịch vụThương mại Tổng hợp WinCommerce,Công ty Cổ phần Dịch vụThương mại Tổng hợp WinCommerce,Công ty Cổ phần Dịch vụThương mại Tổng hợp WinCommerce,Mua hàng hóa và dịch vụ,583.870.396.849,359.928.127.540,(21.250.763),-,,583870396849.0,359928127540.0,-21250763.0,
Công ty Cổ phần Dịch vụThương mại Tổng hợp WinCommerce,Công ty Cổ phần Dịch vụThương mại Tổng hợp WinCommerce,Công ty Cổ phần Dịch vụThương mại Tổng hợp WinCommerce,Người mua trả tiền trước,37.000.000,-,37.000.000,-,,37000000.0,,37000000.0,
Công ty Cổ phần Dịch vụThương mại Tổng hợp WinCommerce,Công ty Cổ phần Dịch vụThương mại Tổng hợp WinCommerce,Công ty Cổ phần Dịch vụThương mại Tổng hợp WinCommerce,Phân bổ tiền thuê văn phòng,22.943.864.180,19.680.961.961,6.689.049.661,6.886.915.115,,22943864180.0,19680961961.0,6689049661.0,6886915115.0
Công ty Cổ phần Dịch vụThương mại Tổng hợp WinCommerce,Công ty Cổ phần Dịch vụThương mại Tổng hợp WinCommerce,Công ty Cổ phần Dịch vụThương mại Tổng hợp WinCommerce,Chiết khấu thanh toán và hỗ trợ bán hàng khác phải trả,21.863.202.843,23.101.616.176,-,-,,21863202843.0,23101616176.0,,
Công ty Cổ phần Dịch vụThương mại Tổng hợp WinCommerce,Công ty Cổ phần Dịch vụThương mại Tổng hợp WinCommerce,Công ty Cổ phần Dịch vụThương mại Tổng hợp WinCommerce,Phải thu tiền bán hàng thu hộ của hoạt động dịch vụ phân phối,-,-,-,67.572.186.586,,,,,67572186586.0
Công ty Cổ phần Dịch vụThương mại Tổng hợp WinCommerce,Công ty Cổ phần Dịch vụThương mại Tổng hợp WinCommerce,Công ty Cổ phần Dịch vụThương mại Tổng hợp WinCommerce,Phải thu khác,-,-,17.000.000,17.000.000,,,,17000000.0,17000000.0
Công ty TNHH Sản xuất và Đầu tưPhát triển Nông nghiệp Wineco,Công ty TNHH Sản xuất và Đầu tưPhát triển Nông nghiệp Wineco,Công ty TNHH Sản xuất và Đầu tưPhát triển Nông nghiệp Wineco,Mua hàng hóa,185.467.374,-,-,-,,185467374.0,,,
Công ty TNHH Sản xuất và Đầu tưPhát triển Nông nghiệp Wineco,Công ty TNHH Sản xuất và Đầu tưPhát triển Nông nghiệp Wineco,Công ty TNHH Sản xuất và Đầu tưPhát triển Nông nghiệp Wineco,Phân bổ tiền thuê văn phòng,336.911.040,703.008.870,-,234.007.780,,336911040.0,703008870.0,,234007780.0
Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Bán hàng hóa,1.819.937.663,1.410.396.721,274.680.000,312.363.921,,1819937663.0,1410396721.0,274680000.0,312363921.0
Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Mua hàng hóa,7.155.609.826,1.476.424.549,-,(660.960.000),,7155609826.0,1476424549.0,,-660960000.0
Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Phí hỗ trợ quản lý,-,1.438.215.492,-,1.553.272.731,,,1438215492.0,,1553272731.0
Công ty Cổ phần Mobicast,Công ty Cổ phần Mobicast,Công ty Cổ phần Mobicast,Mua dịch vụ,6.061.031.268,4.656.843.114,(187.980.199),(221.830.348),,6061031268.0,4656843114.0,-187980199.0,-221830348.0
Công ty Cổ phần The Supra,Công ty Cổ phần The Supra,Công ty Cổ phần The Supra,Bán hàng hóa,251.496.622,238.214.559,16.011.603,23.389.399,,251496622.0,238214559.0,16011603.0,23389399.0
Công ty Cổ phần The Supra,Công ty Cổ phần The Supra,Công ty Cổ phần The Supra,Mua dịch vụ,11.860.225.744,319.745.900,(448.438.425),-,,11860225744.0,319745900.0,-448438425.0,
Công ty Cổ phần The Supra,Công ty Cổ phần The Supra,Công ty Cổ phần The Supra,Phí hỗ trợ quản lý,580.346.492,1.650.296.993,626.774.211,1.782.320.752,,580346492.0,1650296993.0,626774211.0,1782320752.0
Công ty Cổ phần The Supra,Công ty Cổ phần The Supra,Công ty Cổ phần The Supra,Phải trả khác,-,3.000.000,(3.000.000),(3.000.000),,,3000000.0,-3000000.0,-3000000.0
