row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,10.434.950.532.701,12.845.638.170.061,,1.0,,10434950532701.0,12845638170061.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,VI.2,595.796.386,32.092.635,,2.0,,595796386.0,32092635.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,10.434.354.736.315,12.845.606.077.426,,10.0,,10434354736315.0,12845606077426.0
4.,4.,4.,Giá vốn hàng bán,11,VI.3,9.946.794.250.651,12.650.419.341.158,,11.0,,9946794250651.0,12650419341158.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,487.560.485.664,195.186.736.268,,20.0,,487560485664.0,195186736268.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,VI.4,5.398.408.870,4.078.219.283,,21.0,,5398408870.0,4078219283.0
7.,7.,7.,Chi phí tài chính,22,VI.5,32.098.742.607,119.150.779.549,,22.0,,32098742607.0,119150779549.0
7.,7.,7.,Trong đó: chi phí lãi vay,23,,8.252.007.658,114.976.065.796,,23.0,,8252007658.0,114976065796.0
8.,8.,8.,"Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",24,,(749.548.420),-,,24.0,,-749548420.0,
9.,9.,9.,Chi phí bán hàng,25,VI.6,15.742.973.158,1.662.852.857,,25.0,,15742973158.0,1662852857.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,VI.7,54.255.438.010,14.840.343.136,,26.0,,54255438010.0,14840343136.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh,30,,390.112.192.339,63.610.980.009,,30.0,,390112192339.0,63610980009.0
12.,12.,12.,Thu nhập khác,31,VI.8,966.216.881,1.015.767.945,,31.0,,966216881.0,1015767945.0
13.,13.,13.,Chi phí khác,32,VI.9,605.538.533,6.684.971.935,,32.0,,605538533.0,6684971935.0
14.,14.,14.,Lợi nhuận khác,40,,360.678.348,(5.669.203.990),,40.0,,360678348.0,-5669203990.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế,50,,390.472.870.687,57.941.776.019,,50.0,,390472870687.0,57941776019.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,VI.10,66.158.924.178,12.114.977.813,,51.0,,66158924178.0,12114977813.0
17.,17.,17.,Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,,2.522.944.456,-,,52.0,,2522944456.0,
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,321.791.002.053,45.826.798.206,,60.0,,321791002053.0,45826798206.0
19.,19.,19.,Lợi nhuận sau thuế của công ty mẹ,61,,321.720.447.789,45.826.798.206,,61.0,,321720447789.0,45826798206.0
20.,20.,20.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,70.554.264,-,,62.0,,70554264.0,
21.,21.,21.,Lãi cơ bản trên cổ phiếu,70,VI.11,5.386,2.251,,70.0,,5386.0,2251.0
