row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Công cụ dụng cụ,Công cụ dụng cụ,Công cụ dụng cụ,6.695.195.605,5.635.664.452,6695195605.0,5635664452.0
"Heo nái, heo nọc","Heo nái, heo nọc","Heo nái, heo nọc",73.806.792.267,66.854.629.052,73806792267.0,66854629052.0
Nhận chuyển nhượng Quyền sử dụng đất,Nhận chuyển nhượng Quyền sử dụng đất,Nhận chuyển nhượng Quyền sử dụng đất,95.144.832.918,30.843.968.577,95144832918.0,30843968577.0
Quyền sử dụng đất tại Công ty TNHH Sản xuấtThương mại Dịch vụ Chăn Nuôi Minh Thành (*),Quyền sử dụng đất tại Công ty TNHH Sản xuấtThương mại Dịch vụ Chăn Nuôi Minh Thành (*),Quyền sử dụng đất tại Công ty TNHH Sản xuấtThương mại Dịch vụ Chăn Nuôi Minh Thành (*),9.080.907.212,9.287.164.244,9080907212.0,9287164244.0
Quyền sử dụng đất tại Công ty TNHH Sản xuấtThương mại Dịch vụ Bắc An Khánh,Quyền sử dụng đất tại Công ty TNHH Sản xuấtThương mại Dịch vụ Bắc An Khánh,Quyền sử dụng đất tại Công ty TNHH Sản xuấtThương mại Dịch vụ Bắc An Khánh,10.205.202.532,10.525.784.810,10205202532.0,10525784810.0
Quyền sử dụng đất tại Công ty TNHH Chăn nuôiNam An Khánh,Quyền sử dụng đất tại Công ty TNHH Chăn nuôiNam An Khánh,Quyền sử dụng đất tại Công ty TNHH Chăn nuôiNam An Khánh,7.790.874.298,-,7790874298.0,
Công ty Cổ phần chăn nuôi công nghệ cao HảiĐăng Tây Ninh,Công ty Cổ phần chăn nuôi công nghệ cao HảiĐăng Tây Ninh,Công ty Cổ phần chăn nuôi công nghệ cao HảiĐăng Tây Ninh,20.797.618.827,-,20797618827.0,
Quyền sử dụng đất tại Công ty TNHH Đầu tưTrang Trại Xanh 1,Quyền sử dụng đất tại Công ty TNHH Đầu tưTrang Trại Xanh 1,Quyền sử dụng đất tại Công ty TNHH Đầu tưTrang Trại Xanh 1,21.470.820.000,-,21470820000.0,
Quyền sử dụng đất tại Công ty TNHH Đầu tưTrang Trại Xanh 2,Quyền sử dụng đất tại Công ty TNHH Đầu tưTrang Trại Xanh 2,Quyền sử dụng đất tại Công ty TNHH Đầu tưTrang Trại Xanh 2,15.056.156.250,-,15056156250.0,
Quyền sử dụng đất tại Công ty TNHH Sản xuấtThương mại Dịch vụ Đông An Khánh,Quyền sử dụng đất tại Công ty TNHH Sản xuấtThương mại Dịch vụ Đông An Khánh,Quyền sử dụng đất tại Công ty TNHH Sản xuấtThương mại Dịch vụ Đông An Khánh,10.743.253.799,11.031.019.523,10743253799.0,11031019523.0
Các chỉ phí trả trước dài hạn khác,Các chỉ phí trả trước dài hạn khác,Các chỉ phí trả trước dài hạn khác,30.000.000,60.000.000,30000000.0,60000000.0
Cộng,Cộng,Cộng,175.676.820.790,103.394.262.081,175676820790.0,103394262081.0
