row_label_raw,row_label_full,col_0,Sô cuối năm,Sô cuối năm_1,Sô đầu năm,Sô đầu năm_1,numeric__Sô cuối năm,numeric__Sô cuối năm_1,numeric__Sô đầu năm,numeric__Sô đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Hàng mua đang đi đường,Hàng mua đang đi đường,Hàng mua đang đi đường,480.336.476,-,-,-,480336476.0,,,
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",35.261.660.780,-,21.359.097.626,-,35261660780.0,,21359097626.0,
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",5.330.135.784,-,132.366.416,-,5330135784.0,,132366416.0,
Chi phí sản xuất kinh doanhđở dang,Chi phí sản xuất kinh doanhđở dang,Chi phí sản xuất kinh doanhđở dang,613.989.745.563,-,117.003.766.096,-,613989745563.0,,117003766096.0,
Thành phẩm,Thành phẩm,Thành phẩm,9.042.895.226,-,2.488.425.803,-,9042895226.0,,2488425803.0,
Hàng hóa,Hàng hóa,Hàng hóa,423.613.384.286,-,848.406.929.352,-,423613384286.0,,848406929352.0,
Cộng,Cộng,Cộng,1.087.718.158.115,-,989.390.585.293,-,1087718158115.0,,989390585293.0,
