row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Phải thu các bên liên quan,Phải thu các bên liên quan,Phải thu các bên liên quan,11.175.437.524,-,11175437524.0,
Công ty Cổ phần Siba Food Việt Nam,Công ty Cổ phần Siba Food Việt Nam,Công ty Cổ phần Siba Food Việt Nam,10.699.655.474,-,10699655474.0,
Chi nhánh Công ty Cổ phần Siba Food Việt Nam tại Hà Nội,Chi nhánh Công ty Cổ phần Siba Food Việt Nam tại Hà Nội,Chi nhánh Công ty Cổ phần Siba Food Việt Nam tại Hà Nội,475.782.050,-,475782050.0,
Phải thu các khách hàng khác,Phải thu các khách hàng khác,Phải thu các khách hàng khác,2.703.583.658.806,3.518.691.350.382,2703583658806.0,3518691350382.0
Công ty Cổ phần Tập đoàn Tân Long,Công ty Cổ phần Tập đoàn Tân Long,Công ty Cổ phần Tập đoàn Tân Long,168.638.877.414,257.584.809.315,168638877414.0,257584809315.0
Công ty TNHH KD TM và PT DV Sơn La,Công ty TNHH KD TM và PT DV Sơn La,Công ty TNHH KD TM và PT DV Sơn La,530.954.129.580,133.292.885.000,530954129580.0,133292885000.0
Công ty Cổ phần Nông sản Sông Lam,Công ty Cổ phần Nông sản Sông Lam,Công ty Cổ phần Nông sản Sông Lam,180.494.000.000,-,180494000000.0,
Công ty TNHH Thương mại Nông Lâm Vạn Thành Long,Công ty TNHH Thương mại Nông Lâm Vạn Thành Long,Công ty TNHH Thương mại Nông Lâm Vạn Thành Long,292.090.463.228,-,292090463228.0,
Công ty Cổ phần Thăng Hoa,Công ty Cổ phần Thăng Hoa,Công ty Cổ phần Thăng Hoa,101.704.750.360,196.612.812.480,101704750360.0,196612812480.0
Công ty TNHH Nông Nghiệp T&T,Công ty TNHH Nông Nghiệp T&T,Công ty TNHH Nông Nghiệp T&T,34.565.718.560,141.609.380.000,34565718560.0,141609380000.0
Công Ty Cổ Phần Việt Phi,Công Ty Cổ Phần Việt Phi,Công Ty Cổ Phần Việt Phi,83.068.554.050,184.068.554.050,83068554050.0,184068554050.0
Công ty Cổ phần OTE Group,Công ty Cổ phần OTE Group,Công ty Cổ phần OTE Group,332.222.891.900,579.479.450.400,332222891900.0,579479450400.0
Công ty TNHH Phát Triển Dịch Vụ Thương Mại Bình Tân,Công ty TNHH Phát Triển Dịch Vụ Thương Mại Bình Tân,Công ty TNHH Phát Triển Dịch Vụ Thương Mại Bình Tân,81.687.152.238,117.651.856.080,81687152238.0,117651856080.0
Công ty Cổ phần Nông sản BenLin,Công ty Cổ phần Nông sản BenLin,Công ty Cổ phần Nông sản BenLin,-,347.733.597.900,,347733597900.0
Công ty Cổ phần Đầu tư Hoàn Kiểm,Công ty Cổ phần Đầu tư Hoàn Kiểm,Công ty Cổ phần Đầu tư Hoàn Kiểm,239.639.200.255,297.576.647.322,239639200255.0,297576647322.0
Công ty TNHH Kinh doanh Lương thực Thực phẩm Ngọc Hồi,Công ty TNHH Kinh doanh Lương thực Thực phẩm Ngọc Hồi,Công ty TNHH Kinh doanh Lương thực Thực phẩm Ngọc Hồi,138.079.612.686,179.799.452.686,138079612686.0,179799452686.0
Công ty TNHH đầu tư kinh doanh Nhật Tân,Công ty TNHH đầu tư kinh doanh Nhật Tân,Công ty TNHH đầu tư kinh doanh Nhật Tân,38.689.484.879,196.136.780.540,38689484879.0,196136780540.0
Công ty cổ phần Nông Sản BIVC Quốc Tế,Công ty cổ phần Nông Sản BIVC Quốc Tế,Công ty cổ phần Nông Sản BIVC Quốc Tế,-,44.975.327.100,,44975327100.0
Công ty Cổ phần Cảng Rau quả,Công ty Cổ phần Cảng Rau quả,Công ty Cổ phần Cảng Rau quả,83.790.769.000,191.975.378.000,83790769000.0,191975378000.0
Công ty Cổ phần Xuất Nhập Khẩu Rau quả I,Công ty Cổ phần Xuất Nhập Khẩu Rau quả I,Công ty Cổ phần Xuất Nhập Khẩu Rau quả I,34.781.735.800,321.471.759.020,34781735800.0,321471759020.0
Các khách hàng khác,Các khách hàng khác,Các khách hàng khác,363.177.159.606,328.722.660.489,363177159606.0,328722660489.0
Công,Công,Công,2.714.759.937.080,3.518.691.350.382,2714759937080.0,3518691350382.0
