row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng
Phải thu các bên liên quan,Phải thu các bên liên quan,Phải thu các bên liên quan,19.255.131.513,-,19.255.131.513,-,19255131513.0,,19255131513.0,
Tạm ứng thành viên Ban lãnh đạo (*),Tạm ứng thành viên Ban lãnh đạo (*),Tạm ứng thành viên Ban lãnh đạo (*),19.255.131.513,-,19.255.131.513,-,19255131513.0,,19255131513.0,
Phải thu các tổ chức và cá nhân khác,Phải thu các tổ chức và cá nhân khác,Phải thu các tổ chức và cá nhân khác,13.627.174.323,-,27.016.044.113,-,13627174323.0,,27016044113.0,
Tiền lãi cho vay,Tiền lãi cho vay,Tiền lãi cho vay,1.199.945.205,-,1.841.945.205,-,1199945205.0,,1841945205.0,
Tạm ứng,Tạm ứng,Tạm ứng,1.815.376.827,-,1.559.995.426,-,1815376827.0,,1559995426.0,
Đặt cọc,Đặt cọc,Đặt cọc,2.600.000,-,2.600.000,-,2600000.0,,2600000.0,
Ký cược ký quỹ,Ký cược ký quỹ,Ký cược ký quỹ,26.760.000,-,26.760.000,-,26760000.0,,26760000.0,
Đặt cọc tiền chuyển nhượng vốn góp của Ông Phạm Hùng Thắng tại Công ty TNHH Chăn Nuôi Nam An Khánh theo HD Số 18062020/NAK-BAF,Đặt cọc tiền chuyển nhượng vốn góp của Ông Phạm Hùng Thắng tại Công ty TNHH Chăn Nuôi Nam An Khánh theo HD Số 18062020/NAK-BAF,Đặt cọc tiền chuyển nhượng vốn góp của Ông Phạm Hùng Thắng tại Công ty TNHH Chăn Nuôi Nam An Khánh theo HD Số 18062020/NAK-BAF,-,-,4.000.000.000,-,,,4000000000.0,
Đặt cọc tiền chuyển nhượng vốn góp của Ông Phạm Hùng Thắng tại Công ty TNHH Đầu Tư Trang Trại Xanh 1 theo HD số 07/2020/HĐNT-TTX1-BAF,Đặt cọc tiền chuyển nhượng vốn góp của Ông Phạm Hùng Thắng tại Công ty TNHH Đầu Tư Trang Trại Xanh 1 theo HD số 07/2020/HĐNT-TTX1-BAF,Đặt cọc tiền chuyển nhượng vốn góp của Ông Phạm Hùng Thắng tại Công ty TNHH Đầu Tư Trang Trại Xanh 1 theo HD số 07/2020/HĐNT-TTX1-BAF,-,-,6.000.000.000,-,,,6000000000.0,
Đặt cọc tiền chuyển nhượng vốn góp của Ông Phạm Hùng Thắng tại Công ty TNHH Đầu Tư Trang Trại Xanh 1 theo HD số 07/2020/HĐNT-TTX2-BAF,Đặt cọc tiền chuyển nhượng vốn góp của Ông Phạm Hùng Thắng tại Công ty TNHH Đầu Tư Trang Trại Xanh 1 theo HD số 07/2020/HĐNT-TTX2-BAF,Đặt cọc tiền chuyển nhượng vốn góp của Ông Phạm Hùng Thắng tại Công ty TNHH Đầu Tư Trang Trại Xanh 1 theo HD số 07/2020/HĐNT-TTX2-BAF,-,-,4.500.000.000,-,,,4500000000.0,
"Phải thu GENESUS, INC do heo chết Nhập khẩu","Phải thu GENESUS, INC do heo chết Nhập khẩu","Phải thu GENESUS, INC do heo chết Nhập khẩu",4.101.293.725,-,5.601.293.725,-,4101293725.0,,5601293725.0,
Phải thu AG WORLD INTERNATIONAL CORP do heo chết nhập khẩu,Phải thu AG WORLD INTERNATIONAL CORP do heo chết nhập khẩu,Phải thu AG WORLD INTERNATIONAL CORP do heo chết nhập khẩu,2.408.429.159,-,2.922.349.559,-,2408429159.0,,2922349559.0,
Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,4.072.769.407,-,561.100.198,-,4072769407.0,,561100198.0,
Cộng,Cộng,Cộng,32.882.305.836,-,46.271.175.626,-,32882305836.0,,46271175626.0,
