row_label_raw,row_label_full,Số cuối năm,Từ 1 nămtrở xuống > Số cuối năm,Trên 1 năm đến5 năm > Số cuối năm,Trên 5năm > Số cuối năm,Cộng > Số cuối năm,numeric__Từ 1 nămtrở xuống > Số cuối năm,numeric__Trên 1 năm đến5 năm > Số cuối năm,numeric__Trên 5năm > Số cuối năm,numeric__Cộng > Số cuối năm
Vay và nợ,Vay và nợ,Vay và nợ,14.552.862.617,148.527.179.781,-,163.080.042.398,14552862617.0,148527179781.0,,163080042398.0
Phải trả người bán,Phải trả người bán,Phải trả người bán,3.774.329.848.165,-,-,3.774.329.848.165,3774329848165.0,,,3774329848165.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,46.525.566.874,-,-,46.525.566.874,46525566874.0,,,46525566874.0
Cộng,Cộng,Cộng,3.835.408.277.656,148.527.179.781,-,3.983.935.457.437,3835408277656.0,148527179781.0,,3983935457437.0
Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,,,,
Vay và nợ,Số đầu năm > Vay và nợ,Vay và nợ,10.210.640.000,64.318.000.959,-,74.528.640.959,10210640000.0,64318000959.0,,74528640959.0
Phải trả người bán,Số đầu năm > Phải trả người bán,Phải trả người bán,4.529.370.317.713,-,-,4.529.370.317.713,4529370317713.0,,,4529370317713.0
Các khoản phải trả khác,Số đầu năm > Các khoản phải trả khác,Các khoản phải trả khác,15.723.641.948,-,-,15.723.641.948,15723641948.0,,,15723641948.0
Cộng,Số đầu năm > Cộng,Cộng,4.555.304.599.661,64.318.000.959,-,4.619.622.600.620,4555304599661.0,64318000959.0,,4619622600620.0
