row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng
Đặt cọc tiền thuê trại,Đặt cọc tiền thuê trại,Đặt cọc tiền thuê trại,62.970.000.000,,62.970.000.000,-,62970000000.0,,62970000000.0,
Công ty TNHH Chăn Nuôi Phú Thịnh (1),Công ty TNHH Chăn Nuôi Phú Thịnh (1),Công ty TNHH Chăn Nuôi Phú Thịnh (1),11.280.000.000,-,11.280.000.000,-,11280000000.0,,11280000000.0,
Công ty TNHH Chăn nuôi Công Minh Hòa Hội (2),Công ty TNHH Chăn nuôi Công Minh Hòa Hội (2),Công ty TNHH Chăn nuôi Công Minh Hòa Hội (2),13.440.000.000,-,13.440.000.000,-,13440000000.0,,13440000000.0,
Công ty TNHH MTV Sản xuất Thương Mại Kim Hội (3),Công ty TNHH MTV Sản xuất Thương Mại Kim Hội (3),Công ty TNHH MTV Sản xuất Thương Mại Kim Hội (3),11.280.000.000,-,11.280.000.000,-,11280000000.0,,11280000000.0,
Công ty TNHH Đầu Tư Lê Hà (4),Công ty TNHH Đầu Tư Lê Hà (4),Công ty TNHH Đầu Tư Lê Hà (4),9.000.000.000,-,9.000.000.000,-,9000000000.0,,9000000000.0,
Công ty TNHH Chăn nuôi Bình Sơn (5),Công ty TNHH Chăn nuôi Bình Sơn (5),Công ty TNHH Chăn nuôi Bình Sơn (5),8.640.000.000,-,8.640.000.000,-,8640000000.0,,8640000000.0,
Bà Mài Thị Thước (6),Bà Mài Thị Thước (6),Bà Mài Thị Thước (6),6.030.000.000,-,6.030.000.000,-,6030000000.0,,6030000000.0,
Bà Trần Thị Thu Hương (7),Bà Trần Thị Thu Hương (7),Bà Trần Thị Thu Hương (7),3.300.000.000,-,3.300.000.000,-,3300000000.0,,3300000000.0,
"Ký cược, ký quỹ (9)","Ký cược, ký quỹ (9)","Ký cược, ký quỹ (9)",16.380.000.000,-,4.200.000.000,-,16380000000.0,,4200000000.0,
Phải thu khác,Phải thu khác,Phải thu khác,2.560.000.000,-,3.539.400.000,-,2560000000.0,,3539400000.0,
Cộng,Cộng,Cộng,81.910.000.000,-,70.709.400.000,-,81910000000.0,,70709400000.0,
