row_label_raw,row_label_full,Công ty Cổ phần Siba Food Việt Nam,Năm nay > Công ty Cổ phần Siba Food Việt Nam,Năm trước > Công ty Cổ phần Siba Food Việt Nam,numeric__Năm nay > Công ty Cổ phần Siba Food Việt Nam,numeric__Năm trước > Công ty Cổ phần Siba Food Việt Nam
Phải thu tiền bán hàng,Phải thu tiền bán hàng,Phải thu tiền bán hàng,18.670.521.124,-,18670521124.0,
Thu tiền bán hàng,Thu tiền bán hàng,Thu tiền bán hàng,7.970.865.650,-,7970865650.0,
Phải trả tiền vay,Phải trả tiền vay,Phải trả tiền vay,50.700.000.000,-,50700000000.0,
Thanh toán tiền vay,Thanh toán tiền vay,Thanh toán tiền vay,50.700.000.000,-,50700000000.0,
