row_label_raw,row_label_full,col_0,Số đầu năm,Chi phí phát sinh trong năm,Kết chuyển vào TSCĐ trong năm,Kết chuyển chi phí trả trước dài hạn,Giảm khác,Số cuối năm,numeric__Số đầu năm,numeric__Chi phí phát sinh trong năm,numeric__Kết chuyển vào TSCĐ trong năm,numeric__Kết chuyển chi phí trả trước dài hạn,numeric__Giảm khác,numeric__Số cuối năm
Mua sắm tài sản cố định,Mua sắm tài sản cố định,Mua sắm tài sản cố định,96.542.287.798,101.911.473.897,(187.387.174.974),(3.149.534.959),(2.122.485.136),5.794.566.626,96542287798.0,101911473897.0,-187387174974.0,-3149534959.0,-2122485136.0,5794566626.0
Heo nải tại Công ty Cổ phần Nông nghiệp BAF,Heo nải tại Công ty Cổ phần Nông nghiệp BAF,Heo nải tại Công ty Cổ phần Nông nghiệp BAF,6.542.287.798,5.178.449.010,(6.537.864.974),(432.662.335),(1.829.683.856),2.920.525.643,6542287798.0,5178449010.0,-6537864974.0,-432662335.0,-1829683856.0,2920525643.0
Heo nải tại Công ty TNHH SX TM DV Chăn Nuôi Minh Thành,Heo nải tại Công ty TNHH SX TM DV Chăn Nuôi Minh Thành,Heo nải tại Công ty TNHH SX TM DV Chăn Nuôi Minh Thành,-,5.883.714.887,-,(2.716.872.624),(292.801.280),2.874.040.983,,5883714887.0,,-2716872624.0,-292801280.0,2874040983.0
"Khu đất 136 B Mai Chí Thọ, Khu phố 3, Phường An Phú, Quận 2 thành phố Hồ Chí Minh","Khu đất 136 B Mai Chí Thọ, Khu phố 3, Phường An Phú, Quận 2 thành phố Hồ Chí Minh","Khu đất 136 B Mai Chí Thọ, Khu phố 3, Phường An Phú, Quận 2 thành phố Hồ Chí Minh",90.000.000.000,13.000.000.000,(103.000.000.000),-,-,-,90000000000.0,13000000000.0,-103000000000.0,,,
"Khu đất 135 E Mai Chí Thọ, Phường An Phú, Quận 2 thành phố Hồ Chí Minh","Khu đất 135 E Mai Chí Thọ, Phường An Phú, Quận 2 thành phố Hồ Chí Minh","Khu đất 135 E Mai Chí Thọ, Phường An Phú, Quận 2 thành phố Hồ Chí Minh",,77.849.310.000,(77.849.310.000),-,-,-,,77849310000.0,-77849310000.0,,,
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,20.330.494.707,237.225.118.678,(15.148.212.220),-,-,242.407.401.165,20330494707.0,237225118678.0,-15148212220.0,,,242407401165.0
Hệ thống Silo và đường tài cám,Hệ thống Silo và đường tài cám,Hệ thống Silo và đường tài cám,5.698.963.760,-,(5.698.963.760),-,-,-,5698963760.0,,-5698963760.0,,,
Hệ thống Silo và đường tài cám Trại BP1,Hệ thống Silo và đường tài cám Trại BP1,Hệ thống Silo và đường tài cám Trại BP1,2.134.178.000,-,(2.134.178.000),-,-,-,2134178000.0,,-2134178000.0,,,
Hệ thống Silo và đường tài cám Trại BP2,Hệ thống Silo và đường tài cám Trại BP2,Hệ thống Silo và đường tài cám Trại BP2,827.085.400,-,(827.085.400),-,-,-,827085400.0,,-827085400.0,,,
Hệ thống Silo và đường tài cám Trại VT,Hệ thống Silo và đường tài cám Trại VT,Hệ thống Silo và đường tài cám Trại VT,1.571.998.360,-,(1.571.998.360),-,-,-,1571998360.0,,-1571998360.0,,,
Hệ thống Silo và đường tài cám Trại BT,Hệ thống Silo và đường tài cám Trại BT,Hệ thống Silo và đường tài cám Trại BT,1.165.702.000,-,(1.165.702.000),-,-,-,1165702000.0,,-1165702000.0,,,
Hệ thống trộn Premix và khung thép kho bao,Hệ thống trộn Premix và khung thép kho bao,Hệ thống trộn Premix và khung thép kho bao,990.000.000,-,(990.000.000),-,-,-,990000000.0,,-990000000.0,,,
Công trình An toàn sinh học,Công trình An toàn sinh học,Công trình An toàn sinh học,1.219.619.841,2.950.541.615,(1.219.619.841),-,-,2.950.541.615,1219619841.0,2950541615.0,-1219619841.0,,,2950541615.0
Công trình An toàn sinh học trại BP1,Công trình An toàn sinh học trại BP1,Công trình An toàn sinh học trại BP1,-,,,-,-,-,,,,,,
Công trình An toàn sinh học trại BP2,Công trình An toàn sinh học trại BP1 > Công trình An toàn sinh học trại BP2,Công trình An toàn sinh học trại BP2,1.219.619.841,,(1.219.619.841),,-,-,1219619841.0,,-1219619841.0,,,
Công trình An toàn sinh học trại BT1,Công trình An toàn sinh học trại BP1 > Công trình An toàn sinh học trại BT1,Công trình An toàn sinh học trại BT1,-,2.950.541.615,,-,-,2.950.541.615,,2950541615.0,,,,2950541615.0
Hệ thống chống sét lan truyền,Công trình An toàn sinh học trại BP1 > Hệ thống chống sét lan truyền,Hệ thống chống sét lan truyền,1.552.188.375,-,(1.552.188.375),-,-,-,1552188375.0,,-1552188375.0,,,
Lắp đặt hệ thống chống sét lan truyền trại DL1,Công trình An toàn sinh học trại BP1 > Lắp đặt hệ thống chống sét lan truyền trại DL1,Lắp đặt hệ thống chống sét lan truyền trại DL1,170.437.778,-,(170.437.778),-,-,-,170437778.0,,-170437778.0,,,
Lắp đặt hệ thống chống sét lan truyền trại BD3,Công trình An toàn sinh học trại BP1 > Lắp đặt hệ thống chống sét lan truyền trại BD3,Lắp đặt hệ thống chống sét lan truyền trại BD3,245.650.075,-,(245.650.075),-,-,-,245650075.0,,-245650075.0,,,
Lắp đặt hệ thống chống sét lan truyền trại BP1,Công trình An toàn sinh học trại BP1 > Lắp đặt hệ thống chống sét lan truyền trại BP1,Lắp đặt hệ thống chống sét lan truyền trại BP1,122.810.100,-,(122.810.100),-,-,-,122810100.0,,-122810100.0,,,
