row_label_raw,row_label_full,Số đầu năm > Lợi thế thương mại phát sinh trong năm,Năm nay > 3.843.138.965 > 813.408.376,Năm trước > - > 3.960.963.896,numeric__Năm nay > 3.843.138.965 > 813.408.376,numeric__Năm trước > - > 3.960.963.896
Phân bổ lợi thế thương mại vào chỉ phí,Phân bổ lợi thế thương mại vào chỉ phí,Phân bổ lợi thế thương mại vào chỉ phí,395.845.977,(117.824.931),395845977.0,-117824931.0
Cộng,Cộng,Cộng,4.260.701.364,3.843.138.965,4260701364.0,3843138965.0
