row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,390.472.870.687,57.941.776.019,390472870687.0,57941776019.0
"Các khoản điều chỉnh tăng, giảm lợi nhuận kế toán để xác định lợi nhuận chịu thuế thu nhập doanh nghiệp:","Các khoản điều chỉnh tăng, giảm lợi nhuận kế toán để xác định lợi nhuận chịu thuế thu nhập doanh nghiệp:","Các khoản điều chỉnh tăng, giảm lợi nhuận kế toán để xác định lợi nhuận chịu thuế thu nhập doanh nghiệp:",(5.099.430.255),2.633.113.046,-5099430255.0,2633113046.0
- Các khoản điều chỉnh tăng,- Các khoản điều chỉnh tăng,- Các khoản điều chỉnh tăng,12.471.385.190,4.481.927.307,12471385190.0,4481927307.0
Chi phí không được trừ,Chi phí không được trừ,Chi phí không được trừ,601.130.971,2.511.305.371,601130971.0,2511305371.0
Lỗ Chi nhánh được quyết toán riêng,Lỗ Chi nhánh được quyết toán riêng,Lỗ Chi nhánh được quyết toán riêng,23.198.021,8.368.049,23198021.0,8368049.0
Lãi lỗ khoán đầu tư vào Công ty liên kết,Lãi lỗ khoán đầu tư vào Công ty liên kết,Lãi lỗ khoán đầu tư vào Công ty liên kết,749.548.420,,749548420.0,
Lợi thế thương mại,Lợi thế thương mại,Lợi thế thương mại,395.845.977,117.824.931,395845977.0,117824931.0
Lỗ Công ty con được quyết toán riêng,Lỗ Công ty con được quyết toán riêng,Lỗ Công ty con được quyết toán riêng,10.701.661.801,1.844.428.956,10701661801.0,1844428956.0
- Các khoản điều chỉnh giảm,- Các khoản điều chỉnh giảm,- Các khoản điều chỉnh giảm,(17.570.815.445),(1.848.814.261),-17570815445.0,-1848814261.0
Dự phòng giảm giá đầu tư Công ty con,Dự phòng giảm giá đầu tư Công ty con,Dự phòng giảm giá đầu tư Công ty con,(14.970.815.445),(1.848.814.261),-14970815445.0,-1848814261.0
"Cố tức, lợi nhuận được chia","Cố tức, lợi nhuận được chia","Cố tức, lợi nhuận được chia",(2.600.000.000),,-2600000000.0,
Thu nhập chịu thuế,Thu nhập chịu thuế,Thu nhập chịu thuế,385.373.440.432,60.574.889.065,385373440432.0,60574889065.0
Thu nhập được miễn thuế,Thu nhập được miễn thuế,Thu nhập được miễn thuế,(9.800.332.671),-,-9800332671.0,
Lỗ các năm trước được chuyển,Lỗ các năm trước được chuyển,Lỗ các năm trước được chuyển,-,-,,
Thu nhập tính thuế,Lỗ các năm trước được chuyển > Thu nhập tính thuế,Thu nhập tính thuế,375.573.107.761,60.574.889.065,375573107761.0,60574889065.0
Thuế thu nhập doanh nghiệp phải nộp,Lỗ các năm trước được chuyển > Thuế thu nhập doanh nghiệp phải nộp,Thuế thu nhập doanh nghiệp phải nộp,66.158.924.178,12.114.977.813,66158924178.0,12114977813.0
Điều chỉnh thuế thu nhập doanh nghiệp phải nộp của các năm trước,Điều chỉnh thuế thu nhập doanh nghiệp phải nộp của các năm trước,Điều chỉnh thuế thu nhập doanh nghiệp phải nộp của các năm trước,-,-,,
Chi phí thuế TNDN hiện hành,Điều chỉnh thuế thu nhập doanh nghiệp phải nộp của các năm trước > Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,66.158.924.178,12.114.977.813,66158924178.0,12114977813.0
