row_label_raw,row_label_full,Bên liên quan,Môi quan hệ,Nội dung nghiệp vụ,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND,numeric__Môi quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND
Công ty Cổ phần BOT Bắc Giang - Lạng Sơn,Công ty Cổ phần BOT Bắc Giang - Lạng Sơn,Công ty Cổ phần BOT Bắc Giang - Lạng Sơn,Công ty con,"Bán hàng hóa, dịch vụGóp vốnĐặt cọc góp vốn",14.020.441.66633.509.340.0007.000.000.000,13.373.697.054102.000.000.00012.300.000.000,,,1.4020441666335094e+31,1.3373697054102e+33
Công ty Cổ phần Đầu tư Đèo Cả,Công ty Cổ phần Đầu tư Đèo Cả,Công ty Cổ phần Đầu tư Đèo Cả,Công ty con,"Bán hàng hóa, dịch vụGóp vốnĐặt cọc góp vốn",293.535.093.191108.243.670.00073.000.000.000,312.912.450.621-57.000.000.000,,,2.9353509319110824e+34,
Công ty Cổ phần Phước Tượng Phú Gia BOT,Công ty Cổ phần Phước Tượng Phú Gia BOT,Công ty Cổ phần Phước Tượng Phú Gia BOT,Công ty con,"Bán hàng hóa, dịch vụNhận cố tứcGóp vốn",26.393.506.75110.484.602.99022.124.000.000,26.329.487.0775.191.643.3519.724.000.000,,,2.6393506751104847e+32,2.6329487077519164e+30
Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,"Công ty con của Công ty mẹ, Công ty có liên quan của Thành viên HĐQT Trần Chủng, Thành viên HĐQT kiểm TGD Nguyễn Quang Huy","Bán hàng hóa, dịch vụMua hàng hóa, dịch vụ",599.572.39289.003.826.675,4.444.44457.157.051.557,,,5.995723928900383e+19,4.444444571570516e+17
Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,"Công ty liên kết, công ty có liên quan của Phó Chủ tịch HĐQT Nguyễn Hữu Hùng, Phó TGD Ngọ Trường Nam, Trường Ban kiểm soát Nguyễn Minh Giang, Thành viên Ban kiểm soát Phan Thị Mai","Bán hàng hóa, dịch vụ",2.295.537.037,4.564.508.030,,,2295537037.0,4564508030.0
