row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày > 31.12.2024 VND,Tại ngày > 01.01.2024 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày > 31.12.2024 VND,numeric__Tại ngày > 01.01.2024 VND
100,100,100,TÀI SẢN NGẮN HẠN,,1.561.076.832.191,1.233.182.586.684,,,1561076832191.0,1233182586684.0
110,110,110,Tiền và các khoản tương đương tiền,V.1,179.496.085.146,175.967.475.767,,,179496085146.0,175967475767.0
111,111,111,Tiền,,129.459.625.245,12.953.503.602,,,129459625245.0,12953503602.0
112,112,112,Các khoản tương đương tiền,,50.036.459.901,163.013.972.165,,,50036459901.0,163013972165.0
120,120,120,Các khoản đầu tư tài chính ngắn hạn,,6.432.529.990,-,,,6432529990.0,
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,V.2a,6.432.529.990,-,,,6432529990.0,
130,130,130,Các khoản phải thu ngắn hạn,,1.306.050.205.664,978.396.559.390,,,1306050205664.0,978396559390.0
131,131,131,Phải thu ngắn hạn của khách hàng,V.3a,1.083.082.995.991,757.467.332.235,,,1083082995991.0,757467332235.0
132,132,132,Trả trước cho người bán ngắn hạn,V.4,28.574.500.783,103.782.194.987,,,28574500783.0,103782194987.0
135,135,135,Phải thu về cho vay ngắn hạn,V.5,6.000.000.000,-,,,6000000000.0,
136,136,136,Phải thu ngắn hạn khác,V.6a,201.603.255.621,130.357.578.899,,,201603255621.0,130357578899.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,V.7,(13.210.546.731),(13.210.546.731),,,-13210546731.0,-13210546731.0
140,140,140,Hàng tồn kho,,67.714.934.630,77.290.414.338,,,67714934630.0,77290414338.0
141,141,141,Hàng tồn kho,V.8,67.714.934.630,77.290.414.338,,,67714934630.0,77290414338.0
150,150,150,Tài sản ngắn hạn khác,,1.383.076.761,1.528.137.189,,,1383076761.0,1528137189.0
151,151,151,Chi phí trả trước ngắn hạn,V.9a,1.383.076.761,1.528.137.189,,,1383076761.0,1528137189.0
