row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,VI.1,1.733.040.502.322,1.465.515.257.075,,,1733040502322.0,1465515257075.0
02,02,02,Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,VI.1,1.733.040.502.322,1.465.515.257.075,,,1733040502322.0,1465515257075.0
11,02 > 11,11,Giá vốn hàng bán và cung cấp dịch vụ,VI.2,1.475.751.635.501,1.209.906.487.277,,,1475751635501.0,1209906487277.0
20,02 > 20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,257.288.866.821,255.608.769.798,,,257288866821.0,255608769798.0
21,02 > 21,21,Doanh thu hoạt động tài chính,VI.3,54.569.980.578,21.674.604.153,,,54569980578.0,21674604153.0
22,02 > 22,22,Chi phí tài chính,VI.4,17.784.714.733,25.847.496.177,,,17784714733.0,25847496177.0
23,02 > 23,23,- Trong đó: Chi phí lãi vay,,17.784.714.733,25.847.496.177,,,17784714733.0,25847496177.0
26,02 > 26,26,Chi phí quản lý doanh nghiệp,VI.5,44.059.258.285,35.158.654.431,,,44059258285.0,35158654431.0
30,02 > 30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,250.014.874.381,216.277.223.343,,,250014874381.0,216277223343.0
31,02 > 31,31,Thu nhập khác,VI.6,5.101.194.460,2.085.863.457,,,5101194460.0,2085863457.0
32,02 > 32,32,Chi phí khác,VI.7,4.190.417.804,1.641.489.749,,,4190417804.0,1641489749.0
40,02 > 40,40,Lợi nhuận khác,,910.776.656,444.373.708,,,910776656.0,444373708.0
50,02 > 50,50,Tổng lợi nhuận kể toán trước thuế,,250.925.651.037,216.721.597.051,,,250925651037.0,216721597051.0
