row_label_raw,row_label_full,01.01.2024,Vận hành các trạm thu phí VND,Hoạt động xây lắp VND,"Duy tu bảo dưỡng hầm, đường VND",Dịch vụ trung chuyển VND,Hoạt động khác VND,Tổng cộng VND,numeric__Vận hành các trạm thu phí VND,numeric__Hoạt động xây lắp VND,"numeric__Duy tu bảo dưỡng hầm, đường VND",numeric__Dịch vụ trung chuyển VND,numeric__Hoạt động khác VND,numeric__Tổng cộng VND
Tài sản bộ phận Tài sản không phân bổ,Tài sản bộ phận Tài sản không phân bổ,Tài sản bộ phận Tài sản không phân bổ,-,689.695.407.988,308.525.151.240,8.794.567.958,215.468.224.284,1.222.483.351.470,,689695407988.0,308525151240.0,8794567958.0,215468224284.0,1222483351470.0
Tài sản bộ phận Tài sản không phân bổ,Tài sản bộ phận Tài sản không phân bổ,Tài sản bộ phận Tài sản không phân bổ,-,689.695.407.988,308.525.151.240,8.794.567.958,215.468.224.284,3.393.113.110.074,,689695407988.0,308525151240.0,8794567958.0,215468224284.0,3393113110074.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,-,689.695.407.988,308.525.151.240,8.794.567.958,215.468.224.284,4.615.596.461.544,,689695407988.0,308525151240.0,8794567958.0,215468224284.0,4615596461544.0
Nợ phải trả bộ phận Nợ phải trả không phân bổ,Nợ phải trả bộ phận Nợ phải trả không phân bổ,Nợ phải trả bộ phận Nợ phải trả không phân bổ,-,204.946.942.349,20.665.060.408,-,13.409.453.125,239.021.455.882,,204946942349.0,20665060408.0,,13409453125.0,239021455882.0
Nợ phải trả bộ phận Nợ phải trả không phân bổ,Nợ phải trả bộ phận Nợ phải trả không phân bổ,Nợ phải trả bộ phận Nợ phải trả không phân bổ,-,204.946.942.349,20.665.060.408,-,13.409.453.125,671.031.608.395,,204946942349.0,20665060408.0,,13409453125.0,671031608395.0
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,-,204.946.942.349,20.665.060.408,-,13.409.453.125,910.053.064.277,,204946942349.0,20665060408.0,,13409453125.0,910053064277.0
