row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày > 31.12.2024 VND,Tại ngày > 01.01.2024 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày > 31.12.2024 VND,numeric__Tại ngày > 01.01.2024 VND
300,300,300,NỘ PHẢI TRẢ,,1.443.162.061.570,910.053.064.277,,,1443162061570.0,910053064277.0
310,310,310,Nợ ngắn hạn,,1.171.339.486.843,568.604.243.420,,,1171339486843.0,568604243420.0
311,311,311,Phải trả người bán ngắn hạn,V.14,208.778.760.864,179.484.852.952,,,208778760864.0,179484852952.0
312,312,312,Người mua trả tiền trước ngắn hạn,V.15a,4.719.425.163,4.619.425.163,,,4719425163.0,4619425163.0
313,313,313,Thuế và các khoản phải nộp ngân sách Nhà nước,V.16,73.207.185.172,61.438.370.993,,,73207185172.0,61438370993.0
314,314,314,Phải trả người lao động,V.17,22.384.273.646,9.735.570.527,,,22384273646.0,9735570527.0
315,315,315,Chi phí phải trả ngắn hạn,V.18,128.925.836.049,46.052.413.711,,,128925836049.0,46052413711.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,V.19a,1.100.000.000,1.100.000.000,,,1100000000.0,1100000000.0
319,319,319,Phải trả ngắn hạn khác,V.20,516.083.793.585,9.698.279.777,,,516083793585.0,9698279777.0
320,320,320,Vay và nợ thuê tài chính ngắn hạn,V.21a,210.037.037.549,250.303.155.482,,,210037037549.0,250303155482.0
322,322,322,"Quỹ khen thưởng, phúc lợi",,6.103.174.815,6.172.174.815,,,6103174815.0,6172174815.0
330,330,330,Nợ dài hạn,,271.822.574.727,341.448.820.857,,,271822574727.0,341448820857.0
332,332,332,Người mua trả tiền trước dài hạn,V.15b,232.651.836.038,289.211.817.160,,,232651836038.0,289211817160.0
336,336,336,Doanh thu chưa thực hiện dài hạn,V.19b,6.649.932.236,7.764.764.056,,,6649932236.0,7764764056.0
338,338,338,Vay và nợ thuê tài chính dài hạn,V.21b,32.520.806.453,44.472.239.641,,,32520806453.0,44472239641.0
