row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,31.12.2024 > VND,01.01.2024 > VND,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__31.12.2024 > VND,numeric__01.01.2024 > VND
PHẢI THU DÀI HẠN KHÁC,PHẢI THU DÀI HẠN KHÁC,PHẢI THU DÀI HẠN KHÁC,PHẢI THU DÀI HẠN KHÁC,PHẢI THU DÀI HẠN KHÁC,514.088.408.736,61.750.100.044,,,514088408736.0,61750100044.0
Công ty Cổ phần Cao tốc Cam Lâm - Vĩnh Hảo,Công ty Cổ phần Cao tốc Cam Lâm - Vĩnh Hảo,Công ty Cổ phần Cao tốc Cam Lâm - Vĩnh Hảo,"Công ty liên kết, Công ty có liên quan của Phó Chủ tịch HĐQT Nguyễn Tấn Đông",Hợp tác kinh doanhLợi nhuận từ hợp tác kinh doanhCộng,473.773.860.00040.314.548.736514.088.408.736,60.000.000.0001.750.100.04461.750.100.044,,,4.737738600004031e+34,6.000000000017501e+31
PHẢI TRẢ NGƯỜI BÁN NGẮN HẠN,PHẢI TRẢ NGƯỜI BÁN NGẮN HẠN,PHẢI TRẢ NGƯỜI BÁN NGẮN HẠN,PHẢI TRẢ NGƯỜI BÁN NGẮN HẠN,PHẢI TRẢ NGƯỜI BÁN NGẮN HẠN,38.830.916.619,82.514.797.591,,,38830916619.0,82514797591.0
Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,"Công ty con của Công ty mẹ, Công ty có liên quan của Thành viên HĐQT Trần Chủng, Thành viên HĐQT kiểm TGD Nguyễn Quang Huy",Mua vật tư,17.850.311.355,13.543.989.995,,,17850311355.0,13543989995.0
Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,"Công ty con của Công ty mẹ, Công ty có liên quan của Thành viên HĐQT Trần Chủng, Thành viên HĐQT kiểm TGD Nguyễn Quang Huy",Cộng,17.850.311.355,13.543.989.995,,,17850311355.0,13543989995.0
Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty mẹ,"Tiền vé máy bayCung cấp công nghệ thông tinMua vật tư, thuê thiết bịPhải trả khácCộng",261.543.038586.624.5008.269.076.086-9.117.243.624,325.434.366684.395.25031.273.362.115-32.283.191.731,,,,
