row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày > 31.12.2024 VND,Tại ngày > 01.01.2024 VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày > 31.12.2024 VND,numeric__Tại ngày > 01.01.2024 VND
200,200,200,TÀI SẢN DÀI HẠN,,4.613.426.535.437,3.382.413.874.860,,,4613426535437.0,3382413874860.0
210,210,210,Các khoản phải thu dài hạn,,617.182.836.267,64.844.527.575,,,617182836267.0,64844527575.0
211,211,211,Phải thu dài hạn của khách hàng,V.3b,3.094.427.531,3.094.427.531,,,3094427531.0,3094427531.0
212,212,212,Trả trước cho người bán dài hạn,V.4b,100.000.000.000,-,,,100000000000.0,
216,216,216,Phải thu dài hạn khác,V.6b,514.088.408.736,61.750.100.044,,,514088408736.0,61750100044.0
220,220,220,Tài sản cố định,,147.423.843.328,157.692.732.181,,,147423843328.0,157692732181.0
221,221,221,Tài sản cố định hữu hình,V.10,133.002.699.248,140.934.110.424,,,133002699248.0,140934110424.0
222,222,222,Nguyên giá,,239.026.871.787,229.709.713.749,,,239026871787.0,229709713749.0
223,223,223,Giá trị khấu hao lũy kế,,(106.024.172.539),(88.775.603.325),,,-106024172539.0,-88775603325.0
224,224,224,Tài sản cố định thuê tài chính,V.11,14.075.260.603,16.187.449.195,,,14075260603.0,16187449195.0
225,225,225,Nguyên giá,,17.714.776.374,17.714.776.374,,,17714776374.0,17714776374.0
226,226,226,Giá trị khấu hao lũy kế,,(3.639.515.771),(1.527.327.179),,,-3639515771.0,-1527327179.0
227,227,227,Tài sản cố định vô hình,V.12,345.883.477,571.172.562,,,345883477.0,571172562.0
228,228,228,Nguyên giá,,476.603.041,718.292.634,,,476603041.0,718292634.0
229,229,229,Giá trị khấu hao lũy kế,,(130.719.564),(147.120.072),,,-130719564.0,-147120072.0
240,240,240,Tài sản dở dang dài hạn,,11.075.924.963,170.630.457,,,11075924963.0,170630457.0
242,242,242,Chỉ phí xây dựng cơ bản dở dang,V.13,11.075.924.963,170.630.457,,,11075924963.0,170630457.0
250,250,250,Đầu tư tài chính dài hạn,,3.835.301.040.000,3.156.140.030.000,,,3835301040000.0,3156140030000.0
251,251,251,Đầu tư vào công ty con,V.2b,3.126.897.040.000,2.963.020.030.000,,,3126897040000.0,2963020030000.0
252,252,252,"Đầu tư vào công ty liên doanh, liên kết",V.2b,578.904.000.000,177.620.000.000,,,578904000000.0,177620000000.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,V.2c,127.500.000.000,13.500.000.000,,,127500000000.0,13500000000.0
255,255,255,Đầu tư nắm giữ đến ngày đáo hạn,V.2a,2.000.000.000,2.000.000.000,,,2000000000.0,2000000000.0
260,260,260,Tài sản dài hạn khác,,2.442.890.879,3.565.954.647,,,2442890879.0,3565954647.0
261,261,261,Chỉ phí trả trước dài hạn,V.9b,2.442.890.879,3.565.954.647,,,2442890879.0,3565954647.0
270,270,270,TỔNG TÀI SẢN,,6.174.503.367.628,4.615.596.461.544,,,6174503367628.0,4615596461544.0
