row_label_raw,row_label_full,Mã số,NGUỒN VỐN (tiếp theo),Thuyết minh,Tại ngày > 31.12.2024 VND,Tại ngày > 01.01.2024 VND,numeric__NGUỒN VỐN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày > 31.12.2024 VND,numeric__Tại ngày > 01.01.2024 VND
400,400,400,VỐN CHỦ SỞ HỮU,,4.731.341.306.058,3.705.543.397.267,,,4731341306058.0,3705543397267.0
410,410,410,Vốn chủ sở hữu,V.22,4.731.341.306.058,3.705.543.397.267,,,4731341306058.0,3705543397267.0
411,411,411,Vốn góp của chủ sở hữu,,4.322.555.280.000,3.293.503.510.000,,,4322555280000.0,3293503510000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,4.322.555.280.000,3.293.503.510.000,,,4322555280000.0,3293503510000.0
412,412,412,Thặng dư vốn cổ phần,,6.079.662.000,(876.900.000),,,6079662000.0,-876900000.0
418,418,418,Quỹ đầu tư phát triển,,8.822.456.079,8.822.456.079,,,8822456079.0,8822456079.0
420,420,420,Quỹ khác thuộc vốn chủ sở hữu,,1.739.172.300,-,,,1739172300.0,
421,421,421,Lợi nhuận sau thuế (“LNST”) chưa phân phối,,392.144.735.679,404.094.331.188,,,392144735679.0,404094331188.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,196.601.568.888,232.085.101.179,,,196601568888.0,232085101179.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,195.543.166.791,172.009.230.009,,,195543166791.0,172009230009.0
440,440,440,TỔNG NGUỒN VỐN,,6.174.503.367.628,4.615.596.461.544,,,6174503367628.0,4615596461544.0
