row_label_raw,row_label_full,col_0,Giá trị sổ sách > 31.12.2024 > Giá trị VND,Giá trị sổ sách > 31.12.2024 > Dự phòng VND,Giá trị sổ sách > 01.01.2024 > Giá trị VND,Giá trị sổ sách > 01.01.2024 > Dự phòng VND,Giá trị hợp lý > 31.12.2024 > VND,Giá trị hợp lý > 01.01.2024 > VND,numeric__Giá trị sổ sách > 31.12.2024 > Giá trị VND,numeric__Giá trị sổ sách > 31.12.2024 > Dự phòng VND,numeric__Giá trị sổ sách > 01.01.2024 > Giá trị VND,numeric__Giá trị sổ sách > 01.01.2024 > Dự phòng VND,numeric__Giá trị hợp lý > 31.12.2024 > VND,numeric__Giá trị hợp lý > 01.01.2024 > VND
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,179.496.085.146,-,175.967.475.767,-,179.496.085.146,175.967.475.767,179496085146.0,,175967475767.0,,179496085146.0,175967475767.0
Phải thu khách hàng,Phải thu khách hàng,Phải thu khách hàng,1.086.177.423.522,(11.035.892.482),760.561.759.766,(11.035.892.482),1.075.141.531.040,749.525.867.284,1086177423522.0,-11035892482.0,760561759766.0,-11035892482.0,1075141531040.0,749525867284.0
Trả trước cho người bán,Trả trước cho người bán,Trả trước cho người bán,128.574.500.783,(1.301.620.413),103.782.194.987,(1.301.620.413),127.272.880.370,102.480.574.574,128574500783.0,-1301620413.0,103782194987.0,-1301620413.0,127272880370.0,102480574574.0
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,715.691.664.357,(873.033.836),192.107.678.943,(873.033.836),714.818.630.521,191.234.645.107,715691664357.0,-873033836.0,192107678943.0,-873033836.0,714818630521.0,191234645107.0
Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,6.432.529.990,-,-,,6.432.529.990,-,6432529990.0,,,,6432529990.0,
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,3.835.301.040.000,-,3.156.140.030.000,-,3.835.301.040.000,3.156.140.030.000,3835301040000.0,,3156140030000.0,,3835301040000.0,3156140030000.0
Cộng,Cộng,Cộng,5.951.673.243.798,(13.210.546.731),4.388.559.139.463,(13.210.546.731),5.938.462.697.067,4.375.348.592.732,5951673243798.0,-13210546731.0,4388559139463.0,-13210546731.0,5938462697067.0,4375348592732.0
