row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,31.12.2024VND,01.01.2024VND,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__31.12.2024VND,numeric__01.01.2024VND
PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo),PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo),PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo),PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo),PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo),PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo),PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo),,,,
Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo) > Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,"Công ty con của Công ty mẹ, Công ty có liên quan của Thành viên HĐQT Trần Chủng, Thành viên HĐQT kiểm TGD Nguyễn Quang Huy",Dịch vụ khác,637.938.182,2.400.000,,,637938182.0,2400000.0
Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo) > Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,"Công ty con của Công ty mẹ, Công ty có liên quan của Thành viên HĐQT Trần Chủng, Thành viên HĐQT kiểm TGD Nguyễn Quang Huy",Cộng,637.938.182,2.400.000,,,637938182.0,2400000.0
Công ty Cổ phần Tập Đoàn Đèo Cả,PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo) > Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty mẹ,Thi công xây lắp,213.453.819.549,130.984.526.628,,,213453819549.0,130984526628.0
Công ty Cổ phần Tập Đoàn Đèo Cả,PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo) > Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty mẹ,Cộng,213.453.819.549,130.984.526.628,,,213453819549.0,130984526628.0
Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo) > Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,"Công ty liên kết, công ty có liên quan của Phó Chủ tịch HĐQT Nguyễn Hữu Hùng, Phó TGD Ngọ Trường Nam, Trường Ban kiểm soát Nguyễn Minh Giang, Thành viên Ban kiểm soát Phan Thị Mai","Duy tu bảo dưỡng hầm, đường Trung tu hàm, đường Thi công xây lắp Vận hành các trạm thu phí",1.537.414.900,1.371.715.400,,,1537414900.0,1371715400.0
Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo) > Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,"Công ty liên kết, công ty có liên quan của Phó Chủ tịch HĐQT Nguyễn Hữu Hùng, Phó TGD Ngọ Trường Nam, Trường Ban kiểm soát Nguyễn Minh Giang, Thành viên Ban kiểm soát Phan Thị Mai","Duy tu bảo dưỡng hầm, đường Trung tu hàm, đường Thi công xây lắp Vận hành các trạm thu phí",1.150.582.495,7.746.163.495,,,1150582495.0,7746163495.0
Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo) > Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,"Công ty liên kết, công ty có liên quan của Phó Chủ tịch HĐQT Nguyễn Hữu Hùng, Phó TGD Ngọ Trường Nam, Trường Ban kiểm soát Nguyễn Minh Giang, Thành viên Ban kiểm soát Phan Thị Mai","Duy tu bảo dưỡng hầm, đường Trung tu hàm, đường Thi công xây lắp Vận hành các trạm thu phí",244.609.500,1.153.372.000,,,244609500.0,1153372000.0
Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo) > Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,"Công ty liên kết, công ty có liên quan của Phó Chủ tịch HĐQT Nguyễn Hữu Hùng, Phó TGD Ngọ Trường Nam, Trường Ban kiểm soát Nguyễn Minh Giang, Thành viên Ban kiểm soát Phan Thị Mai","Duy tu bảo dưỡng hầm, đường Trung tu hàm, đường Thi công xây lắp Vận hành các trạm thu phí",3.647.065.400,3.647.065.400,,,3647065400.0,3647065400.0
Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo) > Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,"Công ty liên kết, công ty có liên quan của Phó Chủ tịch HĐQT Nguyễn Hữu Hùng, Phó TGD Ngọ Trường Nam, Trường Ban kiểm soát Nguyễn Minh Giang, Thành viên Ban kiểm soát Phan Thị Mai",Cộng,6.579.672.295,13.918.316.295,,,6579672295.0,13918316295.0
