row_label_raw,row_label_full,Năm 2023,Đà Nẵng VND,Huế VND,Phú Yên Khánh Hòa VND,Bắc Giang Lạng Sơn VND,"Đà Lạt, Quảng Ngãi VND",Tổng cộng VND,numeric__Đà Nẵng VND,numeric__Huế VND,numeric__Phú Yên Khánh Hòa VND,numeric__Bắc Giang Lạng Sơn VND,"numeric__Đà Lạt, Quảng Ngãi VND",numeric__Tổng cộng VND
Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,197.954.791.392,32.441.142.363,899.870.913.533,13.373.697.054,321.874.712.733,1.465.515.257.075,197954791392.0,32441142363.0,899870913533.0,13373697054.0,321874712733.0,1465515257075.0
Tài sản bộ phận Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,Tài sản bộ phận Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,Tài sản bộ phận Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,,,,,,4.615.596.461.544(28.330.807.775),,,,,,
Năm 2024,Năm 2024,Năm 2024,Đà Nẵng VND,Huế VND,"Phú yên, Khánh Hòa, Bình Định VND",Bắc Giang Lạng Sơn VND,"Đà Lạt, Quảng Ngãi, Thanh Hóa VND",Tổng cộng VND,,,,,,
Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,Năm 2024 > Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,346.781.776.090,28.197.616.245,449.634.156.015,16.632.024.073,891.794.929.899,1.733.040.502.322,346781776090.0,28197616245.0,449634156015.0,16632024073.0,891794929899.0,1733040502322.0
Tài sản bộ phận Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,Tài sản bộ phận Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,Tài sản bộ phận Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,,,,,,6.174.503.367.628(25.906.053.995),,,,,,
