row_label_raw,row_label_full,col_0,Năm nay,Từ 01/4/2016đến 31/12/2016(Trình bày lại),numeric__Năm nay,numeric__Từ 01/4/2016đến 31/12/2016(Trình bày lại)
,,,VND,VND,,
Lợi nhuận trước thuếĐiều chỉnh cho thu nhập chịu thuế,Lợi nhuận trước thuếĐiều chỉnh cho thu nhập chịu thuế,Lợi nhuận trước thuếĐiều chỉnh cho thu nhập chịu thuế,5.219.098.972.522,3.260.653.238.598,5219098972522.0,3260653238598.0
"Các khoản điều chỉnh tăng- Khấu hao tài sản cố định tạm tăng chưa đủ hóa đơn,chứng từ","Các khoản điều chỉnh tăng- Khấu hao tài sản cố định tạm tăng chưa đủ hóa đơn,chứng từ","Các khoản điều chỉnh tăng- Khấu hao tài sản cố định tạm tăng chưa đủ hóa đơn,chứng từ",535.839.290.818323.281.508.597,310.766.183.943235.527.077.189,5.358392908183233e+23,3.1076618394323554e+23
"- Trích trước chi phí thuê đất- Chi phí chưa đủ hóa đơn, chứng từ- Doanh thu quý 4 năm 2017 giảm do điều chỉnh giá- Chi phí loại trừ khi tính thuế- Chi phí dự phòng phải thu vượt tỷ lệ theo Thông tư228/2009/TT-BTC ngày 07 tháng 12 năm 2009","- Trích trước chi phí thuê đất- Chi phí chưa đủ hóa đơn, chứng từ- Doanh thu quý 4 năm 2017 giảm do điều chỉnh giá- Chi phí loại trừ khi tính thuế- Chi phí dự phòng phải thu vượt tỷ lệ theo Thông tư228/2009/TT-BTC ngày 07 tháng 12 năm 2009","- Trích trước chi phí thuê đất- Chi phí chưa đủ hóa đơn, chứng từ- Doanh thu quý 4 năm 2017 giảm do điều chỉnh giá- Chi phí loại trừ khi tính thuế- Chi phí dự phòng phải thu vượt tỷ lệ theo Thông tư228/2009/TT-BTC ngày 07 tháng 12 năm 2009",77.437.404.04773.741.500.07052.000.000.0003.396.311.2043.876.951.504,7.609.000.00047.709.950.986-3.232.387.3314.871.579.292,7.743740404773742e+52,
"- Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ- Trích lập dự phòng khoản đầu tư tài chính- Chi phí khấu hao tài sản hệ thống tra tiếp nhiên liệu nhà ga Quốc tế Tân Sơn Nhất trong thời gian không hoạt động, phục vụ sản xuất kinh doanh","- Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ- Trích lập dự phòng khoản đầu tư tài chính- Chi phí khấu hao tài sản hệ thống tra tiếp nhiên liệu nhà ga Quốc tế Tân Sơn Nhất trong thời gian không hoạt động, phục vụ sản xuất kinh doanh","- Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ- Trích lập dự phòng khoản đầu tư tài chính- Chi phí khấu hao tài sản hệ thống tra tiếp nhiên liệu nhà ga Quốc tế Tân Sơn Nhất trong thời gian không hoạt động, phục vụ sản xuất kinh doanh",2.105.615.396-,-1.300.000.00010.516.189.145,,-1.3000000001051619e+20
"Các khoản điều chỉnh giảm- Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ- Hoàn nhập chi phí đã loại trừ khi tính thuế thu nhập doanh nghiệp giai đoạn trước:+ Khấu hao tài sản tạm tăng chưa đủ hóa đơn,chứng từ kỳ trước+ Chi phí thuê đất+ Chi phí chưa đủ hóa đơn, chứng từ+ Hoàn nhập dự phòng nợ phải thu khó đòi+ Lãi/(Lỗ) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ","Các khoản điều chỉnh giảm- Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ- Hoàn nhập chi phí đã loại trừ khi tính thuế thu nhập doanh nghiệp giai đoạn trước:+ Khấu hao tài sản tạm tăng chưa đủ hóa đơn,chứng từ kỳ trước+ Chi phí thuê đất+ Chi phí chưa đủ hóa đơn, chứng từ+ Hoàn nhập dự phòng nợ phải thu khó đòi+ Lãi/(Lỗ) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ","Các khoản điều chỉnh giảm- Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ- Hoàn nhập chi phí đã loại trừ khi tính thuế thu nhập doanh nghiệp giai đoạn trước:+ Khấu hao tài sản tạm tăng chưa đủ hóa đơn,chứng từ kỳ trước+ Chi phí thuê đất+ Chi phí chưa đủ hóa đơn, chứng từ+ Hoàn nhập dự phòng nợ phải thu khó đòi+ Lãi/(Lỗ) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ",(336.283.149.662)-(336.283.149.662)(235.527.077.189)(63.346.974.235)(47.709.950.986)(4.108.480.796)14.409.333.544,(606.106.170.817)(14.409.333.544)(591.696.837.273)(147.701.114.969)(380.359.337.780)(60.759.678.786)-(2.876.705.738),,
Thu nhập không chịu thuế,"Các khoản điều chỉnh giảm- Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ- Hoàn nhập chi phí đã loại trừ khi tính thuế thu nhập doanh nghiệp giai đoạn trước:+ Khấu hao tài sản tạm tăng chưa đủ hóa đơn,chứng từ kỳ trước+ Chi phí thuê đất+ Chi phí chưa đủ hóa đơn, chứng từ+ Hoàn nhập dự phòng nợ phải thu khó đòi+ Lãi/(Lỗ) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ > Thu nhập không chịu thuế",Thu nhập không chịu thuế,(201.755.619.309),(62.557.546.500),-201755619309.0,-62557546500.0
Thu nhập tính thuế năm/kỳ hiện hành,"Các khoản điều chỉnh giảm- Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ- Hoàn nhập chi phí đã loại trừ khi tính thuế thu nhập doanh nghiệp giai đoạn trước:+ Khấu hao tài sản tạm tăng chưa đủ hóa đơn,chứng từ kỳ trước+ Chi phí thuê đất+ Chi phí chưa đủ hóa đơn, chứng từ+ Hoàn nhập dự phòng nợ phải thu khó đòi+ Lãi/(Lỗ) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ > Thu nhập tính thuế năm/kỳ hiện hành",Thu nhập tính thuế năm/kỳ hiện hành,5.216.899.494.369,2.902.755.705.224,5216899494369.0,2902755705224.0
Thuế suất thông thường,"Các khoản điều chỉnh giảm- Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ- Hoàn nhập chi phí đã loại trừ khi tính thuế thu nhập doanh nghiệp giai đoạn trước:+ Khấu hao tài sản tạm tăng chưa đủ hóa đơn,chứng từ kỳ trước+ Chi phí thuê đất+ Chi phí chưa đủ hóa đơn, chứng từ+ Hoàn nhập dự phòng nợ phải thu khó đòi+ Lãi/(Lỗ) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ > Thuế suất thông thường",Thuế suất thông thường,20%,20%,0.2,0.2
Thuế thu nhập doanh nghiệp phải nộp,"Các khoản điều chỉnh giảm- Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ- Hoàn nhập chi phí đã loại trừ khi tính thuế thu nhập doanh nghiệp giai đoạn trước:+ Khấu hao tài sản tạm tăng chưa đủ hóa đơn,chứng từ kỳ trước+ Chi phí thuê đất+ Chi phí chưa đủ hóa đơn, chứng từ+ Hoàn nhập dự phòng nợ phải thu khó đòi+ Lãi/(Lỗ) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ > Thuế thu nhập doanh nghiệp phải nộp",Thuế thu nhập doanh nghiệp phải nộp,1.043.379.898.874,580.551.141.044,1043379898874.0,580551141044.0
