row_label_raw,row_label_full,col_0,Quỹ khen thưởngVND,Quỹ phúc lợiVND,Quỹ thườngBan điều hànhVND,TổngVND,numeric__Quỹ khen thưởngVND,numeric__Quỹ phúc lợiVND,numeric__Quỹ thườngBan điều hànhVND,numeric__TổngVND
Số đầu năm,Số đầu năm,Số đầu năm,526.902.301.440,127.984.843.109,2.383.912.500,657.271.057.049,526902301440.0,127984843109.0,2383912500.0,657271057049.0
Sử dụng quỹ,Sử dụng quỹ,Sử dụng quỹ,(269.826.919.005),(127.691.899.549),(1.059.581.248),(398.578.399.802),-269826919005.0,-127691899549.0,-1059581248.0,-398578399802.0
Số cuối năm,Số cuối năm,Số cuối năm,257.075.382.435,292.943.560,1.324.331.252,258.692.657.247,257075382435.0,292943560.0,1324331252.0,258692657247.0
