row_label_raw,row_label_full,col_0,Năm nay,Từ 01/4/2016đến 31/12/2016,numeric__Năm nay,numeric__Từ 01/4/2016đến 31/12/2016
,,,VND,VND,,
Doanh thu đối với các bên liên quan,Doanh thu đối với các bên liên quan,Doanh thu đối với các bên liên quan,Doanh thu đối với các bên liên quan,Doanh thu đối với các bên liên quan,,
Công ty Cổ phần Dịch vụ Hàng không Sân bayTân Sơn Nhất,Doanh thu đối với các bên liên quan > Công ty Cổ phần Dịch vụ Hàng không Sân bayTân Sơn Nhất,Công ty Cổ phần Dịch vụ Hàng không Sân bayTân Sơn Nhất,269.850.090.893,156.063.152.099,269850090893.0,156063152099.0
Công ty Cổ phần Dịch vụ Nhiên liệu Hàngkhông Nội Bài,Doanh thu đối với các bên liên quan > Công ty Cổ phần Dịch vụ Nhiên liệu Hàngkhông Nội Bài,Công ty Cổ phần Dịch vụ Nhiên liệu Hàngkhông Nội Bài,3.188.675.164,2.213.386.985,3188675164.0,2213386985.0
Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Doanh thu đối với các bên liên quan > Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,180.637.709.272,162.833.489.070,180637709272.0,162833489070.0
Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Doanh thu đối với các bên liên quan > Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Công ty Cổ phần Phục vụ Mặt đất Hà Nội,101.312.999.514,68.880.570.595,101312999514.0,68880570595.0
Công ty TNHH Dịch vụ Bảo Dương Máy bayCăng Hàng không Miền Nam,Doanh thu đối với các bên liên quan > Công ty TNHH Dịch vụ Bảo Dương Máy bayCăng Hàng không Miền Nam,Công ty TNHH Dịch vụ Bảo Dương Máy bayCăng Hàng không Miền Nam,6.257.959.262,3.838.495.406,6257959262.0,3838495406.0
Công ty Cổ phần Vận tải Hàng không Miền Nam,Doanh thu đối với các bên liên quan > Công ty Cổ phần Vận tải Hàng không Miền Nam,Công ty Cổ phần Vận tải Hàng không Miền Nam,7.884.384.646,5.055.262.290,7884384646.0,5055262290.0
Công ty Cổ phần Dịch vụ Hàng hóa Hàngkhông Việt Nam,Doanh thu đối với các bên liên quan > Công ty Cổ phần Dịch vụ Hàng hóa Hàngkhông Việt Nam,Công ty Cổ phần Dịch vụ Hàng hóa Hàngkhông Việt Nam,6.113.280.671,2.619.618.139,6113280671.0,2619618139.0
Công ty Cổ phần Thương mại Hàng khôngMiền Nam,Doanh thu đối với các bên liên quan > Công ty Cổ phần Thương mại Hàng khôngMiền Nam,Công ty Cổ phần Thương mại Hàng khôngMiền Nam,19.636.365,3.151.512,19636365.0,3151512.0
,,,575.264.735.787,401.507.126.096,575264735787.0,401507126096.0
