row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu năm(Trình bày lại)VND,numeric__Số cuối nămVND,numeric__Số đầu năm(Trình bày lại)VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải trả về Cổ phần hóa (i),Ngắn hạn > Phải trả về Cổ phần hóa (i),Phải trả về Cổ phần hóa (i),16.394.098.274,1.665.498.027.827,16394098274.0,1665498027827.0
Phải trả Nhà nước doanh thu thu hộ liên quan đến khu bay (ii),Ngắn hạn > Phải trả Nhà nước doanh thu thu hộ liên quan đến khu bay (ii),Phải trả Nhà nước doanh thu thu hộ liên quan đến khu bay (ii),3.291.475.771.281,1.299.529.555.524,3291475771281.0,1299529555524.0
Cổ tức phải trả,Ngắn hạn > Cổ tức phải trả,Cổ tức phải trả,92.044.170,-,92044170.0,
Chỉ phí đầu tư tài sản Cảng hàng không Thọ Xuân,Ngắn hạn > Chỉ phí đầu tư tài sản Cảng hàng không Thọ Xuân,Chỉ phí đầu tư tài sản Cảng hàng không Thọ Xuân,75.132.858.000,65.788.245.000,75132858000.0,65788245000.0
"Ký quỹ, bảo lãnh ngắn hạn","Ngắn hạn > Ký quỹ, bảo lãnh ngắn hạn","Ký quỹ, bảo lãnh ngắn hạn",42.602.146.796,10.699.650.775,42602146796.0,10699650775.0
Phí nhượng quyền khai thác cảng hàng không,Ngắn hạn > Phí nhượng quyền khai thác cảng hàng không,Phí nhượng quyền khai thác cảng hàng không,17.141.950.000,19.109.740.000,17141950000.0,19109740000.0
Phải trả hợp đồng hợp tác kinh doanh,Ngắn hạn > Phải trả hợp đồng hợp tác kinh doanh,Phải trả hợp đồng hợp tác kinh doanh,6.007.826.410,12.098.861.610,6007826410.0,12098861610.0
Phải trả thuế thu nhập cá nhân cho người lao động,Ngắn hạn > Phải trả thuế thu nhập cá nhân cho người lao động,Phải trả thuế thu nhập cá nhân cho người lao động,80.664.695.747,45.710.248.225,80664695747.0,45710248225.0
Kinh phí công đoàn,Ngắn hạn > Kinh phí công đoàn,Kinh phí công đoàn,1.818.949.021,594.831.999,1818949021.0,594831999.0
"Bảo hiểm xã hội, y tế, thất nghiệp","Ngắn hạn > Bảo hiểm xã hội, y tế, thất nghiệp","Bảo hiểm xã hội, y tế, thất nghiệp",29.157.879,19.764.713,29157879.0,19764713.0
"Các khoản phải trả, phải nộp khác","Ngắn hạn > Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác",7.205.098.999,6.713.929.966,7205098999.0,6713929966.0
,,,3.538.564.596.577,3.125.762.855.639,3538564596577.0,3125762855639.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Nhận ký quỹ, ký cược dài hạn","Dài hạn > Nhận ký quỹ, ký cược dài hạn","Nhận ký quỹ, ký cược dài hạn",80.806.885.194,61.892.108.541,80806885194.0,61892108541.0
