row_label_raw,row_label_full,Ông Lê Mạnh Hùng,Tổng Giám đốc,numeric__Tổng Giám đốc
Ông Đào Việt Dũng,Ông Đào Việt Dũng,Ông Đào Việt Dũng,Phó Tổng Giám đốc,
Ông Đỗ Tất Bình,Ông Đỗ Tất Bình,Ông Đỗ Tất Bình,Phó Tổng Giám đốc,
Ông Hồ Minh Tiến,Ông Hồ Minh Tiến,Ông Hồ Minh Tiến,Phó Tổng Giám đốc,
Ông Nguyễn Đình Dương,Ông Nguyễn Đình Dương,Ông Nguyễn Đình Dương,Phó Tổng Giám đốc,
Ông Lê Xuân Tùng,Ông Lê Xuân Tùng,Ông Lê Xuân Tùng,Phó Tổng Giám đốc,
Ông Võ Anh Tú,Ông Võ Anh Tú,Ông Võ Anh Tú,Phó Tổng Giám đốc,
Bà Lê Thị Diệu Thúy,Bà Lê Thị Diệu Thúy,Bà Lê Thị Diệu Thúy,Phó Tổng Giám đốc,
Ông Vũ Thế Phiệt,Ông Vũ Thế Phiệt,Ông Vũ Thế Phiệt,Phó Tổng Giám đốc(bổ nhiệm ngày 24 tháng 01 năm 2017),
Ông Trần Văn Thắng,Ông Trần Văn Thắng,Ông Trần Văn Thắng,Phó Tổng Giám đốc(miễn nhiệm ngày 04 tháng 7 năm 2017),
