row_label_raw,row_label_full,col_0,Số cuối năm,numeric__Số cuối năm
,,,VND,
Trong vòng một năm,Trong vòng một năm,Trong vòng một năm,6.260.514.742,6260514742.0
Từ năm thứ hai đến năm thứ năm,Từ năm thứ hai đến năm thứ năm,Từ năm thứ hai đến năm thứ năm,24.616.969.688,24616969688.0
Sau năm năm,Sau năm năm,Sau năm năm,234.051.788.359,234051788359.0
,,,264.929.272.789,264929272789.0
