row_label_raw,row_label_full,"Giá trị còn lại Tài sản nhận giữ hộ- Tài sản thuộc khu bay thuộc sở hữu của Nhà nước mà Tổng Công ty đang sử dụng- Tài sản, vật tư bản giao cho Công ty TNHH Mua bán nợ Việt Nam",Số cuối nămVND > 3.146.749.763.546 > - > 3.146.749.763.546,Số đầu nămVND > 2.509.461.746.333 > 348.121.363 > 2.509.809.867.696,numeric__Số cuối nămVND > 3.146.749.763.546 > - > 3.146.749.763.546,numeric__Số đầu nămVND > 2.509.461.746.333 > 348.121.363 > 2.509.809.867.696
Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,44.517.571.868,44.517.571.868,44517571868.0,44517571868.0
Hàng hóa nhận ký gối,Hàng hóa nhận ký gối,Hàng hóa nhận ký gối,618.127.481,600.103.549,618127481.0,600103549.0
