row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai > Từ năm thứ ba đến năm thứ năm > Sau năm năm,Số cuối nămVND > 148.235.246.033 > 833.013.735.189 > 13.346.303.441.707,Số đầu nămVND > 143.286.029.602 > 429.858.088.806 > 13.388.467.353.891,numeric__Số cuối nămVND > 148.235.246.033 > 833.013.735.189 > 13.346.303.441.707,numeric__Số đầu nămVND > 143.286.029.602 > 429.858.088.806 > 13.388.467.353.891
,,,14.475.787.668.962,14.104.897.501.901,14475787668962.0,14104897501901.0
Trừ số phải trả trong vòng 12 tháng(trình bày ở phần nợ ngắn hạn),Trừ số phải trả trong vòng 12 tháng(trình bày ở phần nợ ngắn hạn),Trừ số phải trả trong vòng 12 tháng(trình bày ở phần nợ ngắn hạn),148.235.246.033,143.286.029.602,148235246033.0,143286029602.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,14.327.552.422.929,13.961.611.472.299,14327552422929.0,13961611472299.0
