row_label_raw,row_label_full,col_0,Năm nay,Từ 01/4/2016đến 31/12/2016,numeric__Năm nay,numeric__Từ 01/4/2016đến 31/12/2016
,,,VND,VND,,
Chi phí nhân viên bán hàng,Chi phí nhân viên bán hàng,Chi phí nhân viên bán hàng,84.296.328.371,67.569.964.492,84296328371.0,67569964492.0
"Chi phí vật liệu, bao bì bán hàng","Chi phí vật liệu, bao bì bán hàng","Chi phí vật liệu, bao bì bán hàng",886.199.532,530.942.695,886199532.0,530942695.0
"Chi phí công cụ, đồ dùng văn phòng","Chi phí công cụ, đồ dùng văn phòng","Chi phí công cụ, đồ dùng văn phòng",2.216.472.139,1.201.056.342,2216472139.0,1201056342.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,683.577.261,3.017.693.778,683577261.0,3017693778.0
"Chi phí điều hành, thương quyền","Chi phí điều hành, thương quyền","Chi phí điều hành, thương quyền",135.838.347.827,80.790.374.339,135838347827.0,80790374339.0
"Chi phí bảo dưỡng, sửa chữa","Chi phí bảo dưỡng, sửa chữa","Chi phí bảo dưỡng, sửa chữa",1.525.107.524,937.453.867,1525107524.0,937453867.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,17.622.508.976,16.396.722.229,17622508976.0,16396722229.0
Chi phí khác,Chi phí khác,Chi phí khác,11.926.753.377,8.506.302.190,11926753377.0,8506302190.0
,,,254.995.295.007,178.950.509.932,254995295007.0,178950509932.0
