row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu năm(Trình bày lại)VND,numeric__Số cuối nămVND,numeric__Số đầu năm(Trình bày lại)VND
a. Phải trả bên thứ ba,a. Phải trả bên thứ ba,a. Phải trả bên thứ ba,a. Phải trả bên thứ ba,a. Phải trả bên thứ ba,,
New Asia Wave International (S) Pte Ltd,a. Phải trả bên thứ ba > New Asia Wave International (S) Pte Ltd,New Asia Wave International (S) Pte Ltd,242.090.867.464,199.087.892.002,242090867464.0,199087892002.0
Công ty TNHH Quốc tế Liên doanh,a. Phải trả bên thứ ba > Công ty TNHH Quốc tế Liên doanh,Công ty TNHH Quốc tế Liên doanh,128.668.690.193,118.417.732.992,128668690193.0,118417732992.0
Vinaconex – Taisei,Vinaconex – Taisei,Vinaconex – Taisei,Vinaconex – Taisei,Vinaconex – Taisei,,
Công ty Cổ phần Xây dựng và Kinh doanh,Vinaconex – Taisei > Công ty Cổ phần Xây dựng và Kinh doanh,Công ty Cổ phần Xây dựng và Kinh doanh,50.512.338.144,45.756.314.554,50512338144.0,45756314554.0
Địa Ốc Hòa Bình,Địa Ốc Hòa Bình,Địa Ốc Hòa Bình,Địa Ốc Hòa Bình,Địa Ốc Hòa Bình,,
Công ty Cổ phần Dịch vụ và Kỹ thuật Cơ,Địa Ốc Hòa Bình > Công ty Cổ phần Dịch vụ và Kỹ thuật Cơ,Công ty Cổ phần Dịch vụ và Kỹ thuật Cơ,30.991.746.544,-,30991746544.0,
Điện Lạnh REE,Điện Lạnh REE,Điện Lạnh REE,Điện Lạnh REE,Điện Lạnh REE,,
Công ty TNHH Liên doanh Xây dựng VIC,Điện Lạnh REE > Công ty TNHH Liên doanh Xây dựng VIC,Công ty TNHH Liên doanh Xây dựng VIC,28.287.532.447,5.625.601.195,28287532447.0,5625601195.0
Công ty TNHH Thương mại Duy Anh,Điện Lạnh REE > Công ty TNHH Thương mại Duy Anh,Công ty TNHH Thương mại Duy Anh,23.492.646.362,23.742.531.718,23492646362.0,23742531718.0
Công ty TNHH Xây dựng Thương mại Gia,Điện Lạnh REE > Công ty TNHH Xây dựng Thương mại Gia,Công ty TNHH Xây dựng Thương mại Gia,18.742.157.068,298.419.345,18742157068.0,298419345.0
Đoàn,Đoàn,Đoàn,Đoàn,Đoàn,,
Công ty Cổ phần Tập đoàn Quốc tế Đông Á,Đoàn > Công ty Cổ phần Tập đoàn Quốc tế Đông Á,Công ty Cổ phần Tập đoàn Quốc tế Đông Á,18.388.125.646,18.388.125.646,18388125646.0,18388125646.0
Công ty TNHH Autogrill VFS F&B,Đoàn > Công ty TNHH Autogrill VFS F&B,Công ty TNHH Autogrill VFS F&B,17.860.735.698,15.554.587.004,17860735698.0,15554587004.0
JRP International Pte Ltd,Đoàn > JRP International Pte Ltd,JRP International Pte Ltd,15.977.948.316,14.659.466.205,15977948316.0,14659466205.0
Công ty Cổ phần Thăng Long,Đoàn > Công ty Cổ phần Thăng Long,Công ty Cổ phần Thăng Long,13.425.924.001,-,13425924001.0,
Công ty Cổ phần Xuất nhập khẩu Hàng không,Đoàn > Công ty Cổ phần Xuất nhập khẩu Hàng không,Công ty Cổ phần Xuất nhập khẩu Hàng không,13.120.988.958,15.997.661.900,13120988958.0,15997661900.0
Tổng Công ty Cổ phần Sông Hồng,Đoàn > Tổng Công ty Cổ phần Sông Hồng,Tổng Công ty Cổ phần Sông Hồng,12.214.193.422,12.214.193.422,12214193422.0,12214193422.0
Công ty Cổ phần Đầu tư Xây lắp Dầu khí,Đoàn > Công ty Cổ phần Đầu tư Xây lắp Dầu khí,Công ty Cổ phần Đầu tư Xây lắp Dầu khí,11.414.429.689,12.285.082.848,11414429689.0,12285082848.0
IMICO,IMICO,IMICO,IMICO,IMICO,,
"Ban điều hành dự án nhà ga T2 Nội Bài góithầu 6A, 9A","IMICO > Ban điều hành dự án nhà ga T2 Nội Bài góithầu 6A, 9A","Ban điều hành dự án nhà ga T2 Nội Bài góithầu 6A, 9A",10.210.001.560,18.319.593.454,10210001560.0,18319593454.0
Phải trả các đối tượng khác,IMICO > Phải trả các đối tượng khác,Phải trả các đối tượng khác,485.477.440.804,511.763.148.630,485477440804.0,511763148630.0
b. Phải trả bên liên quan(Thuyết minh 37),IMICO > b. Phải trả bên liên quan(Thuyết minh 37),b. Phải trả bên liên quan(Thuyết minh 37),12.715.116.279,10.570.221.686,12715116279.0,10570221686.0
,,,1.133.590.882.595,1.022.680.572.601,1133590882595.0,1022680572601.0
