row_label_raw,row_label_full,Tên công ty,Lĩnh vực kinh doanh,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Lĩnh vực kinh doanh,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
Tên công ty,Tên công ty,Tên công ty,Lĩnh vực kinh doanh,Tỷ lệ sở hữu (%),Giá gốc đầu tư (Ngàn VND),Tỷ lệ sở hữu (%),Giá gốc đầu tư (Ngàn VND),,,,,
Công ty Cổ phần Đầu tư và Tư vấn Xây dựng Á Đông,Tên công ty > Công ty Cổ phần Đầu tư và Tư vấn Xây dựng Á Đông,Công ty Cổ phần Đầu tư và Tư vấn Xây dựng Á Đông,Tư vấn và thiết kế,"25,00",5.000.000,"25,00",5.000.000,,25.0,5000000.0,25.0,5000000.0
"Công ty Cổ phần Xây dựng và Phát triển Nhà Hoàng Anh (""HAN"") (*)","Tên công ty > Công ty Cổ phần Xây dựng và Phát triển Nhà Hoàng Anh (""HAN"") (*)","Công ty Cổ phần Xây dựng và Phát triển Nhà Hoàng Anh (""HAN"") (*)",Bất động sản,,-,"47,89",3.253.537.647,,,,47.89,3253537647.0
TỔNG CỘNG,Tên công ty > TỔNG CỘNG,TỔNG CỘNG,,,5.000.000,,3.258.537.647,,,5000000.0,,3258537647.0
